time,Reynolds_Number,T_fracture1_in,T_fracture1_out,T_fracture2_in,T_fracture2_out,injection_pressure,m_dot_fracture1_in,m_dot_fracture1_out,m_dot_fracture2_in,m_dot_fracture2_out,m_dot_inlet,m_dot_outlet,mu_fracture1_in,mu_fracture1_out,mu_fracture2_in,mu_fracture2_out,permeability_fracture1_in,permeability_fracture1_out,permeability_fracture2_in,permeability_fracture2_out,pressure_drop_PSI,pressure_drop_fracture1,pressure_drop_fracture2,pressure_in_fracture1,pressure_in_fracture2,pressure_out_fracture1,pressure_out_fracture2,production_pressure,rho_fracture1_in,rho_fracture1_out,rho_fracture2_in,rho_fracture2_out,velocity_outlet,jct1:T,jct1:p,jct1:rhoEV,jct1:rhoV,jct1:rhouV,jct1:rhovV,jct1:rhowV,jct1:vel,jct2:T,jct2:p,jct2:rhoEV,jct2:rhoV,jct2:rhouV,jct2:rhovV,jct2:rhowV,jct2:vel,jct3:T,jct3:p,jct3:rhoEV,jct3:rhoV,jct3:rhouV,jct3:rhovV,jct3:rhowV,jct3:vel,jct6:T,jct6:p,jct6:rhoEV,jct6:rhoV,jct6:rhouV,jct6:rhovV,jct6:rhowV,jct6:vel,jct7:T,jct7:p,jct7:rhoEV,jct7:rhoV,jct7:rhouV,jct7:rhovV,jct7:rhowV,jct7:vel,jct8:T,jct8:p,jct8:rhoEV,jct8:rhoV,jct8:rhouV,jct8:rhovV,jct8:rhowV,jct8:vel,jct_fracture1_perf1:T,jct_fracture1_perf1:p,jct_fracture1_perf1:rhoEV,jct_fracture1_perf1:rhoV,jct_fracture1_perf1:rhouV,jct_fracture1_perf1:rhovV,jct_fracture1_perf1:rhowV,jct_fracture1_perf1:vel,jct_fracture1_perf2:T,jct_fracture1_perf2:p,jct_fracture1_perf2:rhoEV,jct_fracture1_perf2:rhoV,jct_fracture1_perf2:rhouV,jct_fracture1_perf2:rhovV,jct_fracture1_perf2:rhowV,jct_fracture1_perf2:vel,jct_fracture2_perf1:T,jct_fracture2_perf1:p,jct_fracture2_perf1:rhoEV,jct_fracture2_perf1:rhoV,jct_fracture2_perf1:rhouV,jct_fracture2_perf1:rhovV,jct_fracture2_perf1:rhowV,jct_fracture2_perf1:vel,jct_fracture2_perf2:T,jct_fracture2_perf2:p,jct_fracture2_perf2:rhoEV,jct_fracture2_perf2:rhoV,jct_fracture2_perf2:rhouV,jct_fracture2_perf2:rhovV,jct_fracture2_perf2:rhowV,jct_fracture2_perf2:vel
0,0,451.90602820825,445.77280032058,455.74963500071,449.62662816903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.44714285714,19456240.594524,1543.1614114884,0.0025048486543138,0,0,0,0,451.98429542429,23877754.34345,1730.674429786,0.0023513108126421,0,0,0,0,455.82787621136,24453112.623381,1753.3674819909,0.0023327945081026,0,0,0,0,449.54838695839,23513115.174233,1716.1011843255,0.0023632096273974,0,0,0,0,445.69453310453,22936219.085064,1692.7348028575,0.0023823004225633,0,0,0,0,416.16142857143,18515311.2997,1499.9750757345,0.0025403351374481,0,0,0,0,451.92143832857,23868345.057557,53404.328945311,0.072580748204884,0,0,0,0,445.75739020026,22945628.370957,52256.759363586,0.073518098762648,0,0,0,0,455.76501943999,24443703.386043,54104.916604904,0.072009098959906,0,0,0,0,449.61124372976,23522524.411572,52977.750835474,0.072929042189623,0,0,0,0
0.1,1293.8194989766,451.90264417266,445.77564378505,455.74525583903,449.63026135859,-229333.7835536,0.029466105862005,0.044585792241317,-0.021921209295962,0.10584788915373,2.7814561191701,-46.457079196056,0.0001,0.0001,0.0001,0.0001,4.4561426121612e-13,6.6570742338397e-13,-3.3674008827778e-13,1.6055404640168e-12,309.55960990698,129.57592427643,128.36396271612,23852687.181111,24424261.133681,22959294.247698,23539224.365964,1905000.7350345,924.15108834044,936.03568086338,916.87068228686,928.53728009574,0.00071878861054255,422.15382597666,19484881.107961,1541.1021777809,0.0025066594691702,3.9323247242104e-05,0,-6.4333093553722e-05,0.03007962148863,451.99053452621,23869385.719924,1730.7189597142,0.0023512591379814,-1.6739230332114e-05,0,1.04598692763e-05,0.0083948886476702,455.82175027858,24429458.052067,1753.3491676496,0.0023327719944335,-6.6501736735823e-06,0,-8.0334334481758e-06,0.0044705816313051,449.54666171213,23505597.904613,1716.096686362,0.0023632013399588,7.4890714208865e-06,-8.9962291682044e-22,3.7854943562206e-05,0.016328967333917,445.70161921247,22939174.528026,1692.7765424927,0.0023822694296909,-1.005384687169e-05,1.2328512406064e-21,1.5908384836134e-05,0.007899630144546,415.88080333256,18549766.816822,1497.9392551596,0.0025421352830215,5.5010995453431e-05,-6.736903414538e-21,-9.0034676588867e-05,0.041504651264877,451.91780264723,23853727.913842,53404.006373124,0.072580295918026,7.1640336318486e-09,0,5.8397863778836e-06,8.0459726683439e-05,445.76154195169,22958267.480953,52257.233717086,0.073518322378856,1.084086059655e-08,0,8.837297856782e-06,0.00012020547014894,455.75993913547,24425392.244157,54104.41665226,0.072008614515682,-1.4934811900633e-08,0,-4.3452062769405e-06,6.0343223823218e-05,449.61785370874,23538334.320554,52978.607211998,0.0729290965227,7.2111386667506e-08,0,2.0979267668651e-05,0.00028766833269177
0.21,1293.6807377476,451.90222996541,445.77596783751,455.74460178117,449.63052996778,-756506.99264717,-0.0020661779173745,0.05156447287013,-0.088301958872868,0.14558064762417,2.9283949974566,-59.291555099928,0.0001,0.0001,0.0001,0.0001,-3.1349648775415e-14,7.7244148610205e-13,-1.3620244013247e-12,2.2173093211762e-12,416.23935172089,129.15046812339,127.83781574038,23851049.247493,24421698.07569,22960589.725689,23540288.957111,2113357.1237974,924.15045696949,936.03618581831,916.86970415811,928.53769116607,0.00071871152097088,422.15148832008,19534286.090576,1541.0373493966,0.0025067948249767,9.6130356131861e-05,0,-0.00015728709004065,0.073535093535844,451.98943061667,23860691.743637,1730.7191699743,0.0023512449152615,-2.9721479656561e-05,0,-7.7564043329214e-07,0.012645045470089,455.8172272319,24412144.48817,1753.3355289853,0.0023327557165427,-2.6119159333633e-05,0,-3.1552565381608e-05,0.017558911089432,449.54487764453,23498059.97611,1716.0918443084,0.0023631933139719,1.0293758051338e-05,-1.2365370219764e-21,5.203038814941e-05,0.022443732916019,445.70290956156,22939011.026935,1692.7847273682,0.0023822621520435,-1.6366884660906e-05,2.0058715154941e-21,1.8454942479097e-05,0.010354434845539,415.88378259283,18605354.708881,1497.9033914732,0.0025422558093493,0.00012887843683215,-1.5783055586351e-20,-0.0002109608889421,0.097241496293018,451.91740364426,23852168.682811,53403.969869018,0.07258024946706,-4.8436641899415e-10,0,-4.0933496120899e-07,5.6397608273622e-06,445.76302522874,22959563.694774,52257.485900096,0.07351817090298,1.2556251445032e-08,0,1.0219951643405e-05,0.00013901269891774,455.75841967778,24422982.14295,54104.193978554,0.07200868517524,-6.0154810561534e-08,0,-1.7500886702342e-05,0.00024303998945148,449.62155590826,23539461.995249,52979.279835262,0.072928576370337,9.9167441311019e-08,0,2.8855133333742e-05,0.00039566525462952
0.331,1293.6810632592,451.90250415743,445.77556650162,455.74476907713,449.62985396402,-1308182.5272508,-0.041217398724639,0.045142727341174,-0.13660904877372,0.14722672349653,2.8574292278707,-69.524453039749,0.0001,0.0001,0.0001,0.0001,-6.2350562499598e-13,6.7421454475703e-13,-2.0992106847785e-12,2.2339420029108e-12,487.98914297552,129.53912485866,128.32084601033,23852126.802072,24422349.43146,22958987.591254,23537609.942428,2056378.091177,924.1508688647,936.03556254341,916.86995056224,928.53665683355,0.00071871170181068,422.17129570423,19610297.356763,1541.0998023172,0.0025068640965092,0.00017205417896429,0,-0.00028155368391265,0.13162352814926,451.98620310508,23853174.284225,1730.7055531252,0.0023512444412742,-3.2657311190581e-05,0,-1.4729510747108e-05,0.015236777541851,455.81458049588,24402173.872023,1753.327424423,0.0023327465570655,-4.029972481095e-05,0,-4.8683528983941e-05,0.02709223509728,449.54423702922,23495044.891714,1716.0903552462,0.0023631897199479,1.0397569321223e-05,-1.24900800022e-21,5.2555003530273e-05,0.0226700662228,445.70263450629,22938813.03863,1692.7831765338,0.002382263161119,-1.1729480481543e-05,1.437963348225e-21,1.613939632551e-05,0.0083750032656194,415.90442918249,18688597.993065,1497.9651617482,0.0025423373550405,0.00022370285634112,-2.739569729461e-20,-0.00036624530004894,0.16880542146169,451.91715189225,23853322.743358,53403.894351524,0.072580371710431,-9.9990217850201e-09,0,-8.1690482289303e-06,0.00011255183951091,445.76374389293,22957950.392204,52257.665670147,0.073517936431524,1.102092233761e-08,0,8.9472313874167e-06,0.00012170143245741,455.75755900618,24423728.324499,54104.01748616,0.072008873610099,-9.3053489345042e-08,0,-2.7075424866784e-05,0.00037600344809144,449.62433434872,23536788.535579,52979.872517606,0.072927935223873,1.0026311348157e-07,0,2.9181118980015e-05,0.00040013872786112
0.4641,1293.6467550256,451.90238271426,445.77555191671,455.74440851417,449.62963442887,-1850236.054193,-0.041169707165563,0.013848342886885,-0.13696261460804,0.11568227241595,2.834326501901,-80.074168902071,0.0001,0.0001,0.0001,0.0001,-6.2308165075091e-13,2.069261802121e-13,-2.1059402760926e-12,1.7563837512939e-12,565.48860919689,129.47730741617,128.24192211132,23851643.827558,24420935.075648,22958930.832232,23536739.74676,2048663.6079431,924.15068127555,936.0355412326,916.86941007951,928.53632077104,0.00071869264168091,422.19774891456,19724101.22281,1541.1711425801,0.0025069868127615,0.00027776540603307,0,-0.00045463470342773,0.21251500300357,451.98492739199,23852771.415265,1730.6981287019,0.0023512501524093,-2.0426124628279e-05,0,-1.464826241693e-05,0.010690311039414,455.81409527497,24400747.953144,1753.3256280229,0.0023327457932339,-4.0348060010621e-05,0,-4.8741937879701e-05,0.02712474422778,449.54590159919,23501139.905009,1716.0956323669,0.0023631950425484,8.1532111251946e-06,-9.7940487966443e-22,4.1211410677669e-05,0.017776856848703,445.70214644088,22945638.10658,1692.7744481507,0.0023822816643366,1.4754729593765e-06,-1.7985289082378e-22,4.8662966955948e-06,0.0021345346799094,415.932394127,18811300.786213,1498.0386364807,0.0025424726309554,0.00034987458432491,-4.2847277292731e-20,-0.00057295156096614,0.26404661864427,451.91626417245,23852837.369516,53403.739885057,0.072580479875438,-1.0007339705784e-08,0,-8.1597132484042e-06,0.00011242305643432,445.76433164407,22957833.447835,52257.781798072,0.073517831091786,3.4393468655464e-09,0,2.7447750236864e-06,3.7334849760456e-05,455.75618784006,24422311.802841,54103.798453389,0.072008990681976,-9.3268925946441e-08,0,-2.7145686934476e-05,0.00037697858151669,449.62667371807,23535857.948044,52980.338559967,0.072927489481156,7.8742785568579e-08,0,2.2928589232496e-05,0.00031440441192899
0.61051,1293.597556642,451.90240149872,445.77566274941,455.74416772371,449.62951248286,-2372134.8264766,0.021862180338424,-0.086631050099806,-0.076330247712421,0.013514907132898,2.8159057482995,-90.252286977261,0.0001,0.0001,0.0001,0.0001,3.3101289096386e-13,-1.2950167673676e-12,-1.1742738718811e-12,2.0530252628607e-13,641.71804591532,129.42238458908,128.17445434714,23851712.31354,24419987.926734,22959377.997091,23536257.770864,2052347.3500242,924.15070467782,936.03571767517,916.86904679305,928.53613536247,0.00071866530924556,422.23436979825,19883116.426278,1541.2685139221,0.0025071602830542,0.00042276639087649,0,-0.00069215958605888,0.32349697245218,451.92208792529,23866798.687172,1730.3054326325,0.0023516093099132,1.866401360821e-05,0,7.9283953996293e-06,0.0086231104195015,455.81719394898,24413279.716629,1753.3344531509,0.0023327584719791,-2.2389345154235e-05,0,-2.7046842826682e-05,0.015051475936337,449.55152514152,23523194.69812,1716.1122764288,0.0023632164031954,9.1454272759615e-07,-1.0986143306299e-22,4.622666255156e-06,0.0019940044263198,445.6364224906,22968158.53835,1692.3456624572,0.0023826854655316,2.0555604312235e-05,-2.5204311923313e-21,-3.1176725868582e-05,0.015672772514677,415.97143961096,18983909.673844,1498.139969371,0.0025426646897415,0.00051757791295483,-6.3385011214172e-20,-0.00084785354430932,0.39067249070458,451.91603413564,23852779.744239,53403.6981846,0.072580512735723,5.2922623526234e-09,0,4.3331155328999e-06,5.9700856351562e-05,445.76478623202,22958079.257803,52257.86297618,0.073517773784621,-2.097785255495e-08,0,-1.7170350563739e-05,0.00023355390805042,455.75491123719,24421242.992817,54103.588561686,0.072009117255115,-5.1931994944263e-08,0,-1.5128453251197e-05,0.00021009204059212,449.62751753064,23535170.203119,52980.515452549,0.072927303616577,9.1099396689665e-09,0,2.6786967566117e-06,3.6731266818519e-05
0.771561,1293.5400327087,451.90291188065,445.77612504676,455.74442009487,449.62971280288,-2857401.5786271,0.19692794088035,-0.31670079686633,0.098408266108752,-0.22173685801768,2.7934832340036,-99.566930278464,0.0001,0.0001,0.0001,0.0001,2.9811872450461e-12,-4.7334900456281e-12,1.5136199350372e-12,-3.3676866718485e-12,712.38558322033,129.44299699749,128.20021993303,23853712.673829,24420965.484404,22961236.240084,23537057.681394,2054315.2350378,924.15146650277,936.03644728961,916.86941399759,928.53644734505,0.00071863335150485,422.28220441124,20092441.200063,1541.3942164844,0.0025073908019617,0.00061905014942809,0,-0.0010139019789511,0.47377853505292,451.92087932597,23907486.510203,1730.2657334509,0.0023517090506899,0.00011048648100749,0,7.0515220871328e-05,0.055734444546412,455.82030750285,24453039.890746,1753.3223347743,0.0023328330775716,2.927086986466e-05,0,3.5358534142673e-05,0.019676579699396,449.55589872704,23575832.625447,1716.0964974242,0.0023633149469373,-1.5736092077704e-05,1.8902862488788e-21,-7.9555308450653e-05,0.034314800603985,445.64475787085,23020495.448779,1692.3540690807,0.0023827627998044,5.1305173783229e-05,-6.2961583488872e-21,-0.00011360324490415,0.052313719923543,416.02505234813,19222360.356837,1498.2777587899,0.0025429319469972,0.00074638027013967,-9.140521816626e-20,-0.001223195298942,0.56349547672607,451.91918084955,23854428.250103,53404.24749026,0.072580124218615,4.7870647475145e-08,0,3.9031277356113e-05,0.00053776853005195,445.76940379835,22959477.489048,52258.71577623,0.073517112727013,-7.6969758282609e-08,0,-6.2771108515892e-05,0.00085383053519812,455.75563198276,24421867.922489,54103.706549777,0.072009047305539,6.7131058422567e-08,0,1.9504550653574e-05,0.00027086410540637,449.62955651323,23535497.67264,52980.893215149,0.072926996237672,-1.5116687895381e-07,0,-4.3948058391335e-05,0.000602634424014
0.9487171,1293.4730220827,451.90442809651,445.77760625403,455.74570300738,449.63096634713,-3285064.8285332,0.56646216211104,-0.76416985127583,0.48320385156763,-0.69115128373221,2.7692875199708,-107.61732660263,0.0001,0.0001,0.0001,0.0001,8.5752355351929e-12,-1.1421297328302e-11,7.4320384892743e-12,-1.049685513982e-11,774.69240433135,129.44469607329,128.20222856443,23859651.842838,24425952.898381,22967163.694399,23542031.24637,2056241.6175799,924.15372661654,936.03876083371,916.87129681815,928.53837056696,0.00071859612337926,422.34069738365,20351279.832742,1541.5452823254,0.0025076796736965,0.00087397285552683,0,-0.0014321274221429,0.6690415068067,451.94413609118,23995022.909456,1730.3373687297,0.0023517890763127,0.00029006732719572,0,0.00020251804666162,0.15042554472428,455.84173027106,24543364.858806,1753.3805251491,0.0023329291174139,0.00014294488004593,0,0.000172660896847,0.096082652865504,449.5821593195,23684181.071925,1716.1699147006,0.0023634270521641,-4.8927741526634e-05,5.8773851254004e-21,-0.00024742098622019,0.1067146741131,445.67206208055,23124536.935314,1692.4377774523,0.0023828591320832,9.9788958941833e-05,-1.2253991776997e-20,-0.00027379825479504,0.12229680603294,416.1007839813,19561080.284208,1498.470733046,0.002543314068652,0.0010774252238684,-1.3194653276449e-19,-0.0017668459103689,0.81367923795375,451.93587371417,23859624.049878,53407.24849615,0.072577811685251,1.3786768740441e-07,0,0.00011227182503716,0.0015469178124781,445.78903551619,22964510.737704,52262.364713034,0.073514236879423,-1.8600161638852e-07,0,-0.00015146037682363,0.0020602878770555,455.76998544189,24426077.981136,54106.252616801,0.07200707546691,3.2924824047487e-07,0,9.576999727362e-05,0.0013300160104155,449.64422213225,23539529.18512,52983.56836973,0.072924904883279,-4.7089799447285e-07,0,-0.0001369834371323,0.0018784288678202
1.14358881,1293.3965994579,451.90804634279,445.78116289636,455.74923473096,449.63444292873,-3631236.1732125,1.2247496004278,-1.5404666439057,1.1918036128327,-1.5266210578117,2.7438569574968,-113.95448689699,0.0001,0.0001,0.0001,0.0001,1.8540982432151e-11,-2.3024387846777e-11,1.8331384477498e-11,-2.3186239284451e-11,825.21609793492,129.44088363813,128.19767226116,23873760.166147,24439621.637143,22981298.303476,23555731.39968,2058418.2479386,924.15906160746,936.04422608913,916.87642529624,928.54361952079,0.00071855366636548,422.40511590371,20641482.994537,1541.7068422276,0.0025080103550457,0.0011698081000225,0,-0.0019179901074656,0.89576321368549,451.98590152776,24154397.262464,1730.4643576459,0.0023519377590068,0.00058981905004701,0,0.00043750907030736,0.3122408113931,455.88519042407,24714078.798472,1753.5083137921,0.0023330954020135,0.00035216259611968,0,0.00042531107078554,0.23667474212789,449.63179528883,23881777.036084,1716.3145766279,0.0023636222961763,-0.00010792498891595,1.2964255984696e-20,-0.00054600824882452,0.23547433025143,445.71968794093,23308801.444481,1692.5815248378,0.0023830336263418,0.00016576478595418,-2.0370252934584e-20,-0.00055152783034387,0.24166679064437,416.21400792696,20069645.004365,1498.757657863,0.0025438904823343,0.0015829923580488,-1.938606494874e-19,-0.0025984364215339,1.1960628480718,451.97807065109,23872408.202916,53414.842267415,0.07257194191741,2.9840198425816e-07,0,0.00024273702355658,0.0033447803732307,445.83351508619,22977093.798765,52270.600731703,0.073507806746284,-3.7538350759059e-07,0,-0.00030531436884892,0.0041534989701073,455.81514621857,24438315.317348,54114.286504287,0.072000801304271,8.1181740179301e-07,0,0.00023620652185689,0.0032806290019027,449.68759279549,23551552.382056,52991.476162208,0.072918728096017,-1.0398220225805e-06,0,-0.00030256056773414,0.0041493092711307
1.357947691,1293.3116785513,451.91555651679,445.78855773298,455.75703769345,449.64213263421,-3872713.7418699,2.2400346577697,-2.7841550412785,2.3104247867295,-2.8815136969634,2.718471379322,-118.1781498651,0.0001,0.0001,0.0001,0.0001,3.3911445268421e-11,-4.1613601266682e-11,3.5537541840692e-11,-4.3764775533639e-11,860.55854410673,129.43753688665,128.19465157836,23902807.657081,24469552.714515,23010368.869407,23585683.303889,2060617.8271446,924.16992156924,936.05529837675,916.88751550529,928.55491085908,0.00071850648808406,422.4610774124,20903691.296323,1541.8374825414,0.0025083223662912,0.0014338525133647,0,-0.0023521105173428,1.0982229727702,452.05206741795,24407376.046041,1730.665314958,0.002352174383566,0.0010244938116975,0,0.00079969328859497,0.55253242553988,455.95569312762,24991793.006163,1753.7151888476,0.0023333668533879,0.00068231951026701,0,0.00082386010566822,0.45844574598025,449.71396079529,24209842.157221,1716.5534503411,0.0023639476449931,-0.00020343452800573,2.4436816082856e-20,-0.0010299586326272,0.4441119168205,445.7975210128,23610339.526396,1692.8162717479,0.0023833196508113,0.00024851090462952,-3.056401594004e-20,-0.00099620932723272,0.43080158760081,416.38232091986,20829913.472998,1499.1811834506,0.0025447573945231,0.0023330434169102,-2.8571541256777e-19,-0.0038351527586326,1.7640349201624,452.04912789007,23899413.399639,53427.492516425,0.072562448216125,5.463964770265e-07,0,0.00044394160810328,0.006118067337379,445.90712310931,23003678.554559,52284.079137523,0.073497582439528,-6.7918669029806e-07,0,-0.00055177748285516,0.0075074292588708,455.89427849576,24465986.676818,54128.211842174,0.071990248191691,1.5733875864631e-06,0,0.00045788823576544,0.0063604578464813,449.76772205374,23578784.600829,53005.957311816,0.072907676817754,-1.9621934628482e-06,0,-0.00057105591563892,0.0078326358989971
