time,Reynolds_Number,T_fracture1_in,T_fracture1_out,T_fracture2_in,T_fracture2_out,T_fracture3_in,T_fracture3_out,injection_pressure,m_dot_fracture1_in,m_dot_fracture1_out,m_dot_fracture2_in,m_dot_fracture2_out,m_dot_fracture3_in,m_dot_fracture3_out,m_dot_inlet,m_dot_outlet,mu_fracture1_in,mu_fracture1_out,mu_fracture2_in,mu_fracture2_out,mu_fracture3_in,mu_fracture3_out,permeability_fracture1_in,permeability_fracture1_out,permeability_fracture2_in,permeability_fracture2_out,permeability_fracture3_in,permeability_fracture3_out,pressure_drop_PSI,pressure_drop_fracture1,pressure_drop_fracture2,pressure_drop_fracture3,pressure_in_fracture1,pressure_in_fracture2,pressure_in_fracture3,pressure_out_fracture1,pressure_out_fracture2,pressure_out_fracture3,production_pressure,rho_fracture1_in,rho_fracture1_out,rho_fracture2_in,rho_fracture2_out,rho_fracture3_in,rho_fracture3_out,velocity_outlet,jct1:T,jct1:p,jct1:rhoEV,jct1:rhoV,jct1:rhouV,jct1:rhovV,jct1:rhowV,jct1:vel,jct2:T,jct2:p,jct2:rhoEV,jct2:rhoV,jct2:rhouV,jct2:rhovV,jct2:rhowV,jct2:vel,jct3:T,jct3:p,jct3:rhoEV,jct3:rhoV,jct3:rhouV,jct3:rhovV,jct3:rhowV,jct3:vel,jct4:T,jct4:p,jct4:rhoEV,jct4:rhoV,jct4:rhouV,jct4:rhovV,jct4:rhowV,jct4:vel,jct5:T,jct5:p,jct5:rhoEV,jct5:rhoV,jct5:rhouV,jct5:rhovV,jct5:rhowV,jct5:vel,jct6:T,jct6:p,jct6:rhoEV,jct6:rhoV,jct6:rhouV,jct6:rhovV,jct6:rhowV,jct6:vel,jct7:T,jct7:p,jct7:rhoEV,jct7:rhoV,jct7:rhouV,jct7:rhovV,jct7:rhowV,jct7:vel,jct8:T,jct8:p,jct8:rhoEV,jct8:rhoV,jct8:rhouV,jct8:rhovV,jct8:rhowV,jct8:vel,jct_fracture1_perf1:T,jct_fracture1_perf1:p,jct_fracture1_perf1:rhoEV,jct_fracture1_perf1:rhoV,jct_fracture1_perf1:rhouV,jct_fracture1_perf1:rhovV,jct_fracture1_perf1:rhowV,jct_fracture1_perf1:vel,jct_fracture1_perf2:T,jct_fracture1_perf2:p,jct_fracture1_perf2:rhoEV,jct_fracture1_perf2:rhoV,jct_fracture1_perf2:rhouV,jct_fracture1_perf2:rhovV,jct_fracture1_perf2:rhowV,jct_fracture1_perf2:vel,jct_fracture2_perf1:T,jct_fracture2_perf1:p,jct_fracture2_perf1:rhoEV,jct_fracture2_perf1:rhoV,jct_fracture2_perf1:rhouV,jct_fracture2_perf1:rhovV,jct_fracture2_perf1:rhowV,jct_fracture2_perf1:vel,jct_fracture2_perf2:T,jct_fracture2_perf2:p,jct_fracture2_perf2:rhoEV,jct_fracture2_perf2:rhoV,jct_fracture2_perf2:rhouV,jct_fracture2_perf2:rhovV,jct_fracture2_perf2:rhowV,jct_fracture2_perf2:vel
0,0,451.90602820825,445.77280032058,455.74963500071,449.62662816903,458.58126180584,452.31687936551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.44714285714,19456240.594524,1543.1614114884,0.0025048486543138,0,0,0,0,451.98429542429,23877754.34345,1730.674429786,0.0023513108126421,0,0,0,0,455.82787621136,24453112.623381,1753.3674819909,0.0023327945081026,0,0,0,0,458.59700146022,24867632.111423,13653.490073395,0.017898508562776,0,0,0,0,452.30113971114,23925183.809353,13368.510904298,0.018130960845707,0,0,0,0,449.54838695839,23513115.174233,1716.1011843255,0.0023632096273974,0,0,0,0,445.69453310453,22936219.085064,1692.7348028575,0.0023823004225633,0,0,0,0,416.16142857143,18515311.2997,1499.9750757345,0.0025403351374481,0,0,0,0,451.92143832857,23868345.057557,13351.082236328,0.018145187051221,0,0,0,0,445.75739020026,22945628.370957,13064.189840897,0.018379524690662,0,0,0,0,455.76501943999,24443703.386043,13526.229151226,0.018002274739976,0,0,0,0,449.61124372976,23522524.411572,13244.437708869,0.018232260547406,0,0,0,0
0.1,1293.8194989766,451.90277181712,445.77573787658,455.74536686688,449.63035132663,458.57459937968,452.31948919621,-229333.7835474,0.047265905567704,0.019769370374213,0.02252838364352,0.026456107675812,-0.037672544353814,0.46546430877759,2.7814561191585,-46.457079195602,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.8588207689553e-12,1.1805445418918e-12,1.3841615396168e-12,1.6050606396849e-12,-2.3383550009214e-12,2.8522618929434e-11,309.55960990608,129.5930198424,128.37385996978,130.75911698843,23853182.757396,24424688.92136,24839347.549932,22959671.954418,23539583.914604,23937796.80469,1905000.7350345,924.15127462223,936.03582890278,916.87084179496,928.53742047792,911.58292825473,923.37616742651,0.00071878861054255,422.15382933031,19484887.512177,1541.1021947149,0.0025066594650033,3.9316890808841e-05,0,-6.4322693625745e-05,0.030074759038564,451.99172779703,23873007.040635,1730.7233249112,0.0023512612467312,-2.1875280374331e-05,0,1.685818993998e-05,0.01174582484743,455.83042090493,24439392.20042,1753.3932777622,0.0023327502424078,-1.9301693092775e-05,0,7.9789202044634e-06,0.0089533138526645,458.58738208567,24840445.845675,13653.210613499,0.017898409206926,-3.4632921168126e-05,-6.2122327162416e-24,-3.8484488170906e-06,0.00194688179871,452.3149582162,23936668.614988,13369.087043884,0.018130610292308,-0.00038019275415762,4.656018395012e-20,4.5657961039038e-05,0.02112033202372,449.55700857854,23523979.080793,1716.1452807386,0.002363189389087,-3.7934448286007e-05,4.6414365405022e-21,9.4744026740969e-06,0.016545310281759,445.7048658019,22945360.448475,1692.7916418061,0.0023822664827995,-2.8442589606216e-05,3.4820769674874e-21,7.0063078336895e-06,0.012296197485913,415.88080721951,18549777.039893,1497.9392723801,0.0025421352847771,5.5000777820213e-05,-6.7356521060399e-21,-9.001795200201e-05,0.041496941665707,451.91832007173,23853922.344065,13351.024644653,0.018145056650032,1.1189497554073e-08,0,9.1220085110649e-06,0.00050272730197491,445.76220126385,22958706.137662,13064.337336179,0.018379561291455,4.6801459229417e-09,0,3.8154858773065e-06,0.00020759411430873,455.76054200731,24425603.215809,13526.130694689,0.01800213352338,1.4944528303366e-08,0,4.3477295834279e-06,0.00024151333297534,449.61736831292,23538682.807352,13244.626657075,0.018232300021386,1.7551067370144e-08,0,5.1059108145192e-06,0.00028004919694591
0.21,1293.6807377476,451.90252779393,445.77630058838,455.74477783051,449.6307476424,458.57116602132,452.31762687799,-756506.99261093,0.036606959727228,-0.016985989494984,-0.020882554281975,0.011530696265171,-0.23812453748831,0.59086410404289,2.9283949974358,-59.291555097758,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.2221588081584e-12,-1.0180105739717e-12,-1.2887046376286e-12,7.0264077753853e-13,-1.4879373382309e-11,3.6448910518893e-11,416.23935171626,129.12469342566,127.80975182179,129.89109832397,23852207.605385,24422375.009717,24825986.36884,22961925.793545,23541159.384696,23930420.390793,2113357.1238017,924.15089346233,936.03670964846,916.86995584497,928.53803127983,911.57786864036,923.3733172259,0.00071871152097088,422.1514949864,19534316.513409,1541.0373656397,0.0025067948601938,9.6100171685196e-05,0,-0.00015723769363276,0.07351199977259,451.99175365101,23869762.214571,1730.7260617286,0.0023512536606962,-4.3000860046911e-05,0,1.310405460362e-05,0.019118822010388,455.82798798808,24428116.999604,1753.3874574097,0.0023327370182403,-4.2024756600078e-05,0,-7.3937029301946e-06,0.018291908551845,458.57732090654,24827101.0459,13652.830240946,0.017898568831287,-0.00021890267823433,-3.9266201553382e-23,-2.4326945426037e-05,0.012305468398158,452.31729691481,23929273.996493,13369.241695365,0.018130385614181,-0.00048262071287418,5.9103990986401e-20,5.7959378319375e-05,0.026810710091406,449.55893914682,23528644.087459,1716.1533483791,0.0023631900115723,-7.1110245981509e-05,8.6949999643012e-21,4.3564436971947e-06,0.030147201694664,445.7086803397,22955123.851621,1692.80730505,0.0023822688316098,-6.535811007797e-05,7.9981280330695e-21,-6.0721710408832e-06,0.027553387002118,415.88379352006,18605403.437199,1497.9034193398,0.0025422558641694,0.00012882975678513,-1.5777094206442e-20,-0.00021088118512209,0.097204757518126,451.91847127647,23853043.45399,13351.037123769,0.018145035003027,8.688037142536e-09,0,7.0650394108019e-06,0.00038936517628972,445.76319401979,22960668.747179,13064.372498931,0.018379555620714,-4.008695626308e-09,0,-3.2782283106774e-06,0.00017836289567012,455.75902184836,24423640.199202,13526.072327971,0.01800215907248,-1.3857810170965e-08,0,-4.0300528290047e-06,0.00022386629506843,449.61905580102,23540127.958957,13244.697490718,0.018232257335211,7.6456055836042e-09,0,2.2254693686666e-06,0.00012206291634434
0.331,1293.6810632592,451.90312397936,445.77620671849,455.74497665612,449.63005754198,458.56837359725,452.31388140377,-1308182.5270257,0.011169749875286,-0.057108521999712,-0.05854809166479,0.021904747743328,-0.34522859651626,0.5097528453396,2.8574292277824,-69.524453026323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.759851374162e-13,-3.4122835242787e-12,-3.598821532534e-12,1.3295188438542e-12,-2.147744250283e-11,3.1307806206604e-11,487.98914294668,129.51695200712,128.31755041075,130.46260277161,23854548.724489,24423146.190239,24815122.431736,22961562.389824,23538429.423524,23915616.076355,2056378.0912032,924.1517873926,936.03657423166,916.87024606189,928.53697984174,911.57375615851,923.36761286246,0.00071871170181068,422.17133033901,19610442.268613,1541.0998996538,0.0025068642471344,0.00017191051712662,0,-0.00028131851462743,0.13151359081525,451.99091313206,23866956.451851,1730.7231899065,0.0023512515897974,-5.3265072638545e-05,0,4.0333609664045e-06,0.022718777755917,455.82574500237,24421272.050258,1753.3793495153,0.0023327329101702,-5.7615748359327e-05,0,-2.0739995222655e-05,0.026250314497546,458.56998745636,24816236.059974,13652.559632181,0.017898665305531,-0.00031736549960742,-5.6928439863373e-23,-3.5269968673887e-05,0.017840398660996,452.31406836205,23914471.203701,13369.181254449,0.018130252916114,-0.0004163705196375,5.0990682322971e-20,5.0002283822413e-05,0.023130520127652,449.55758629083,23523738.779603,1716.1490199766,0.002363185797402,-6.9027284918528e-05,8.4419523686848e-21,8.1440039680993e-06,0.029412012036219,445.71059796614,22962809.309295,1692.8128667757,0.0023822764800291,-8.4597726163728e-05,1.03506834e-20,-2.0342336727469e-05,0.036523516403098,415.90448461236,18688832.850154,1497.9653157676,0.0025423376023412,0.00022346844158043,-2.7366990529237e-20,-0.00036586135347372,0.16862846148872,451.91924269422,23855577.003139,13351.057719921,0.018145048930041,2.6862180198995e-09,0,2.1557451084551e-06,0.00011880633611842,445.76333846048,22960002.313669,13064.3837296,0.018379537691367,-1.3509803347683e-08,0,-1.1021679067857e-05,0.00059967163117708,455.75675510991,24424697.536229,13525.961535356,0.018002267188128,-3.8842554024317e-08,0,-1.129922408497e-05,0.00062765932367635,449.61993674351,23537478.323866,13244.755721261,0.018232174414969,1.4525937358206e-08,0,4.2276211563374e-06,0.00023187832758242
0.4641,1293.6467550256,451.9034256108,445.77655826904,455.74445604612,449.62964809994,458.56541137073,452.31098513418,-1850236.0521526,0.0076872937103769,-0.072953712273791,-0.072583946749174,0.050283359624083,-0.26898395539043,0.30411277417552,2.8343265011099,-80.074168783072,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.6535440293922e-13,-4.3602178476412e-12,-4.4637143489301e-12,3.0534351358374e-12,-1.6735575943042e-11,1.8679537673495e-11,565.48860893388,129.48210497775,128.25614475275,130.45166755145,23855729.354795,24421102.855995,24803590.958954,22962983.281506,23536809.465623,23904159.999126,2048663.60817,924.15223621017,936.03713620181,916.86946461992,928.53635578658,911.56938739496,923.36319427275,0.00071869264168086,422.19789705127,19724718.890318,1541.171561005,0.0025069874516663,0.00027715395273187,0,-0.00045363336899459,0.21204695174809,451.99105064029,23867476.001702,1730.7236114279,0.0023512520675973,-4.285925808114e-05,0,2.8144646472133e-06,0.018267530238344,455.82418737246,24416402.430734,1753.3738084682,0.0023327297927622,-5.36014371208e-05,0,-2.5758871352119e-05,0.025493566287417,458.56552850648,24804704.789202,13652.423841504,0.017898637948224,-0.00024727682266796,-4.4355892469202e-23,-2.7480245500631e-05,0.013900448639119,452.31096656314,23903021.897223,13369.106221579,0.018130174515371,-0.00024840451866785,3.0420778654019e-20,2.9829803939644e-05,0.013799600903493,449.55525214613,23516365.972809,1716.1406686461,0.0023631810443865,-3.5479015188783e-05,4.3449102776124e-21,1.8144611934915e-05,0.016862677726927,445.71179761681,22967380.98824,1692.8165418896,0.0023822807145395,-6.2614876374305e-05,7.6594005749436e-21,-2.5997836559688e-05,0.028459101293859,415.93263447438,18812317.068142,1498.0393064406,0.0025424736979424,0.00034886181519577,-4.2723249664843e-20,-0.00057129195180316,0.2632818103955,451.91958016119,23856782.139076,13351.066135886,0.018145056738119,1.8695736434563e-09,0,1.4836173677527e-06,8.17643376448e-05,445.76406892678,22961305.264473,13064.410508665,0.018379530983216,-1.7286607625131e-08,0,-1.4079706977705e-05,0.00076605423732119,455.75357075919,24422758.521319,13525.826311208,0.018002358895344,-4.8144139515836e-08,0,-1.4008147833907e-05,0.00077813305731758,449.62247212325,23536077.308185,13244.884446737,0.018232046649398,3.3348516882438e-08,0,9.7045982468898e-06,0.00053228558110542
0.61051,1293.5975566411,451.90397652808,445.77718411855,455.74386104893,449.62919723084,458.56429163758,452.31006595355,-2372134.8017826,0.0386216489149,-0.10360003811018,-0.063943495963431,0.042989365771616,-0.059204864129428,-0.081269072154563,2.8159057392878,-90.252285597643,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.3389316335585e-12,-6.1943679040405e-12,-3.9348055205787e-12,2.6121398727818e-12,-3.6866316448668e-12,-4.995911056247e-12,641.71804269643,129.4294187412,128.17623911605,130.34439512249,23857889.892888,24418766.853501,24799209.065852,22965507.077755,23535024.392105,23900517.722049,2052347.3525248,924.15305971547,936.03813138564,916.8685708868,928.53566749148,911.56771555506,923.3617860885,0.00071866530924507,422.23487141984,19885204.867154,1541.2699338816,0.0025071624384792,0.00042070390598343,0,-0.00068878011751016,0.32191756956439,451.99338055577,23875953.164703,1730.7310161119,0.0023512594146783,3.8388806330665e-06,0,1.3869774376711e-05,0.0061206496157702,455.82220377443,24415848.430904,1753.3623892736,0.0023327386825494,-2.1511510982578e-05,0,-2.2745288498716e-05,0.013420466391262,458.56401740325,24800329.78039,13652.380549115,0.017898620517907,-5.4428080206503e-05,-9.763032931984e-24,-6.0483705992909e-06,0.0030596276608788,452.30352107109,23899386.134569,13368.780184315,0.018130408581898,6.6378918637214e-05,-8.1290751616574e-21,-7.9708463187486e-06,0.0036874943569499,449.54629431125,23516123.039123,1716.0859114494,0.0023632275731371,1.6999688402048e-05,-2.0717754555426e-21,1.5271231317926e-05,0.0096696966927628,445.64159278636,22976117.27878,1692.3712916391,0.002382676359008,1.8070866026221e-06,-2.267247669978e-22,-3.7081892487311e-05,0.015581595039536,415.97226032745,18987374.61239,1498.1422626259,0.0025426683190685,0.00051413391060871,-6.2963243276142e-20,-0.00084220630382573,0.38807050651072,451.92027566938,23858707.539967,13351.086907756,0.018145062935164,9.1976980612897e-09,0,7.4538215063634e-06,0.00041079092465972,445.76553650611,22963596.820388,13064.466405579,0.018379511645103,-2.4580650133518e-08,0,-1.9994307867507e-05,0.0010878593165634,455.75083547817,24420357.091974,13525.714544097,0.018002424739162,-4.2398116436666e-08,0,-1.2340655395312e-05,0.00068550366999724,449.62459509459,23534236.500761,13244.996400617,0.018231927774214,2.8499918010087e-08,0,8.2968369058188e-06,0.00045507452407225
0.771561,1293.5400327001,451.90550192773,445.77864935551,455.74387000368,449.62916052261,458.56768009859,452.31336656972,-2857401.2688766,0.13945140231478,-0.21485218318784,0.0082090058808869,-0.039700053112077,0.31156034022569,-0.72272453847994,2.7934831310181,-99.566914018722,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8.4442779141423e-12,-1.2844871608044e-11,5.0505600745769e-13,-2.411840483451e-12,1.9400134687597e-11,-4.4427551234889e-11,712.38554220833,129.44313140381,128.19923842019,130.34662553632,23863877.798078,24418787.69591,24812328.62027,22971400.437635,23534886.66018,23913621.898333,2054315.2620211,924.15534502755,936.04044725578,916.86857152581,928.53561834982,911.57264964396,923.3668655091,0.00071863335150006,422.28347216244,20097705.911362,1541.3978184282,0.0025073962150808,0.00061387140673006,0,-0.0010054100084273,0.4698106471521,451.92190156869,23902478.265572,1730.2759246371,0.002351692228246,0.00011550857417076,0,4.9872434530312e-05,0.053499901622168,455.81377321753,24430647.736491,1753.3006062323,0.0023328155287097,5.3012201468784e-05,0,2.8856746124502e-06,0.022758200276556,458.573246263,24813460.696528,13652.724269247,0.017898489638334,0.0002864187242182,5.1376082022381e-23,3.1826234250502e-05,0.016100885424048,452.29425302071,23912501.350977,13368.266367859,0.018131012334403,0.00059035040116691,-7.2297074377409e-20,-7.0878695495633e-05,0.032794092677727,449.54450241211,23532805.711998,1716.0614142903,0.0023632755123253,9.3281281648381e-05,-1.1409716202318e-20,-1.4655031770683e-05,0.039955332895912,445.64061196242,23004533.461147,1692.3414994422,0.00238274778913,0.00011033957091903,-1.3515779457137e-20,-7.711731948012e-05,0.05649679506623,416.02711292169,19231036.798069,1498.2835402301,0.0025429409992852,0.00073779418084191,-9.035372537469e-20,-0.0012091041776524,0.55700455706232,451.92444798494,23863927.559178,13351.250368485,0.018144987923503,3.3092370761894e-08,0,2.6913468919914e-05,0.0014832464688483,445.77067240089,22968648.192883,13064.68108279,0.018379390644297,-5.0982156195074e-08,0,-4.1465455857043e-05,0.0022560860695026,455.75015556895,24419826.382735,13525.686367104,0.018002442269699,5.4808251173148e-09,0,1.5842936078946e-06,8.8004897586775e-05,449.62425685438,23533470.108072,13244.985179386,0.018231927838054,-2.6364095249487e-08,0,-7.6618753236955e-06,0.00042024742256144
0.9487171,1293.4730220184,451.90943493928,445.78249353864,455.74571550877,449.63095295079,458.57978737777,452.32520128439,-3285061.5235114,0.37150217870155,-0.47066672386456,0.2051492493562,-0.24740075591785,0.95885223491942,-1.7498022975506,2.7692865434385,-107.61716545679,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.2495460589693e-11,-2.8138266998275e-11,1.2621097213158e-11,-1.5029229215395e-11,5.9707568903719e-11,-1.0756811174101e-10,774.69195961276,129.4441288721,128.20529329339,130.33955387769,23879298.105705,24425963.511529,24859289.415672,22986813.867973,23542020.728994,23960631.451016,2056241.8563805,924.16122050077,936.04647885044,916.87128116667,928.53838869075,911.59035320998,923.38509855609,0.00071859612334353,422.34296101812,20360637.125085,1541.5517562535,0.0025076892302172,0.00086483360535524,0,-0.0014171264570544,0.66203421182274,451.93557620778,23965114.229396,1730.30917302,0.0023517649283876,0.00032933948236638,0,0.0001326877846299,0.15097773368355,455.82539808731,24478079.219538,1753.3334057462,0.0023328640425353,0.00019766051860524,0,7.2913854935513e-05,0.090309641350584,458.58838455267,24860439.649264,13653.139597003,0.017898719263928,0.00088149029566606,1.5811238800446e-22,9.7935537907833e-05,0.04955181569135,452.30345674219,23959529.720762,13368.409158503,0.018131476136178,0.0014293786764017,-1.7504840487163e-19,-0.00017157824128943,0.079400027817922,449.55684607322,23582095.848994,1716.0972485846,0.0023633244277581,0.00020715822529705,-2.5362507237632e-20,-8.9431658923526e-05,0.095474872939843,445.65760976824,23071640.288417,1692.391670265,0.0023828132058651,0.00028107341576078,-3.4425284763536e-20,-0.00016893690820293,0.13762551053984,416.10435379372,19576037.553313,1498.480825496,0.0025433295601013,0.0010627506919966,-1.3014942030187e-19,-0.0017427323127351,0.80257553664553,451.9393302225,23877579.879572,13351.863883799,0.018144632353459,8.8129148404852e-08,0,7.1697598660302e-05,0.003951452497181,445.78576851836,22982125.631868,13065.320872091,0.018379010380613,-1.1169591768551e-07,0,-9.0835939597712e-05,0.0049423775486106,455.7611027301,24425495.276812,13526.157185129,0.01800210947856,1.3612362221944e-07,0,3.9592575057143e-05,0.0021993427552248,449.62825342132,23539025.712261,13245.139616345,0.018231864741301,-1.6413665625242e-07,0,-4.7746682172975e-05,0.0026188744252056
1.14358881,1293.3965991482,451.91849747517,445.791367372,455.75199083053,449.6370961752,458.60771342354,452.35252514094,-3631208.8077564,0.79311717157769,-0.93105751232104,0.5942992994441,-0.65234157047273,1.9923162527621,-3.3313517879324,2.7438499180372,-113.95325606052,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.8025638677703e-11,-5.5662479354414e-11,3.6562723694145e-11,-3.9629338119619e-11,1.24080085039e-10,-2.0482399470039e-10,825.21236030892,129.44156922249,128.20219742135,130.31387173841,23914722.094199,24450318.145809,24967675.546095,23022255.504599,23566396.708521,24069194.653236,2058419.8434172,924.17466117718,936.06027501857,916.88045395628,928.54781555171,911.63124491406,923.42721648146,0.00071855366619343,422.40752814899,20651336.236903,1541.7138577447,0.0025080202446542,0.0011603506647981,0,-0.0019024491121468,0.88850597159734,451.96647980419,24086247.813856,1730.4006017479,0.0023518823157892,0.00067953036780152,0,0.00028305312531931,0.31299414384049,455.85228053481,24581895.777096,1753.4138193353,0.0023329628585278,0.00044372073549338,0,0.00021128906251864,0.21065838868619,458.61625191674,24968853.882501,13653.776248467,0.017899524955904,0.0018316142404259,3.2852240262213e-22,0.00020345089698822,0.10295686619366,452.33077840932,24068121.800737,13369.022941076,0.01813230370707,0.0027214901503604,-3.3328642352031e-19,-0.00032657487454405,0.15116746422426,449.58373477014,23688597.384447,1716.1760329104,0.0023634289662509,0.00037138210907206,-4.5499887187552e-20,-0.00023491271246177,0.18593378653137,445.68953084272,23200029.841413,1692.4839603046,0.0023829415523688,0.00053903369657822,-6.6021221100317e-20,-0.0003339738665827,0.26610400789578,416.21750290312,20084085.165596,1498.767748537,0.0025439051324488,0.0015691755248983,-1.9216857533552e-19,-0.00257568793645,1.185593411252,451.97116549844,23909791.344243,13353.157741744,0.018143925103521,1.8824322446693e-07,0,0.00015306430347692,0.008436124948556,445.81633314033,23014082.528048,13066.58615972,0.018378324439944,-2.21062522242e-07,0,-0.00017968542585831,0.0097770372064822,455.79174746367,24446872.081408,13527.442226315,0.01800127475033,3.9420930885903e-07,0,0.00011469454440715,0.0063715055434557,449.65013624214,23560323.764711,13246.042130739,0.018231356818074,-4.3268528028167e-07,0,-0.00012589588436149,0.0069054996373994
1.357947691,1293.3116779441,451.93704687603,445.80955139533,455.76715896143,449.65193648123,458.66146989158,452.4051526257,-3872544.7100224,1.4406627733273,-1.6753041281335,1.2448418308975,-1.3429031955549,3.3473835037305,-5.6266411234198,2.7184344361333,-118.17117410351,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8.7239246106918e-11,-1.0015976794786e-10,7.6584729148038e-11,-8.1579494588033e-11,2.085554915399e-10,-3.4608379455542e-10,860.53514667932,129.43365466762,128.20070188641,130.25090511055,23986886.425087,24508902.914017,25176441.276056,23094474.404323,23624991.788061,24278394.522029,2060625.5397005,924.20186124743,936.08817150985,916.90237124767,928.5703236647,911.71005862996,923.50841432496,0.00071850648774675,422.46075874713,20902023.69299,1541.8369170075,0.0025083201610948,0.0014359127856458,0,-0.0023554995941783,1.0998051457009,452.01790071209,24289973.236292,1730.5511350194,0.0023520825848163,0.001173867053109,0,0.00051384936533861,0.54479695942538,455.90171790737,24773242.78001,1753.5614581249,0.0023331455231454,0.00080121924588022,0,0.00044263601380353,0.39232754874467,458.66936019747,25177657.721172,13654.977105269,0.0179010984305,0.0030774713341439,5.5195325409106e-22,0.00034173715883412,0.17297191440865,452.38310148473,24277361.628213,13370.190988836,0.018133910910204,0.004597015571039,-5.6297204122196e-19,-0.00055137957823558,0.25532079419561,449.63377542582,23887177.143083,1716.3224135803,0.0023636243530931,0.00059407842628339,-7.2828463297415e-20,-0.0004826736976692,0.32384293932747,445.74462408048,23422448.802908,1692.642663427,0.0023831649549459,0.00090744515050611,-1.1115025331451e-19,-0.0006005521609052,0.45660817307373,416.38109349345,20824187.532922,1499.1783157163,0.0025447506222221,0.0023395307097819,-2.8650987635322e-19,-0.0038458649889759,1.7689608934352,452.02479419666,23977021.545995,13355.25754469,0.018142963682944,3.4224993052308e-07,0,0.00027802809416907,0.015324304765244,445.86859855367,23080667.504828,13068.67291956,0.018377366154902,-3.980771817812e-07,0,-0.00032330891517029,0.017592790909927,455.84410980844,24500478.539316,13529.535873232,0.018000148810867,8.2554132002789e-07,0,0.00024023777739363,0.013346511650463,449.69711238277,23613669.414859,13247.931799519,0.018230402416753,-8.905442833898e-07,0,-0.00025916142279756,0.014215975431389
