time,Reynolds_Number,T_fracture1_in,T_fracture1_out,T_fracture2_in,T_fracture2_out,injection_pressure,m_dot_fracture1_in,m_dot_fracture1_out,m_dot_fracture2_in,m_dot_fracture2_out,m_dot_inlet,m_dot_outlet,mu_fracture1_in,mu_fracture1_out,mu_fracture2_in,mu_fracture2_out,permeability_fracture1_in,permeability_fracture1_out,permeability_fracture2_in,permeability_fracture2_out,pressure_drop_PSI,pressure_drop_fracture1,pressure_drop_fracture2,pressure_in_fracture1,pressure_in_fracture2,pressure_out_fracture1,pressure_out_fracture2,production_pressure,rho_fracture1_in,rho_fracture1_out,rho_fracture2_in,rho_fracture2_out,velocity_outlet,jct1:T,jct1:p,jct1:rhoEV,jct1:rhoV,jct1:rhouV,jct1:rhovV,jct1:rhowV,jct1:vel,jct2:T,jct2:p,jct2:rhoEV,jct2:rhoV,jct2:rhouV,jct2:rhovV,jct2:rhowV,jct2:vel,jct3:T,jct3:p,jct3:rhoEV,jct3:rhoV,jct3:rhouV,jct3:rhovV,jct3:rhowV,jct3:vel,jct6:T,jct6:p,jct6:rhoEV,jct6:rhoV,jct6:rhouV,jct6:rhovV,jct6:rhowV,jct6:vel,jct7:T,jct7:p,jct7:rhoEV,jct7:rhoV,jct7:rhouV,jct7:rhovV,jct7:rhowV,jct7:vel,jct8:T,jct8:p,jct8:rhoEV,jct8:rhoV,jct8:rhouV,jct8:rhovV,jct8:rhowV,jct8:vel,jct_fracture1_perf1:T,jct_fracture1_perf1:p,jct_fracture1_perf1:rhoEV,jct_fracture1_perf1:rhoV,jct_fracture1_perf1:rhouV,jct_fracture1_perf1:rhovV,jct_fracture1_perf1:rhowV,jct_fracture1_perf1:vel,jct_fracture1_perf2:T,jct_fracture1_perf2:p,jct_fracture1_perf2:rhoEV,jct_fracture1_perf2:rhoV,jct_fracture1_perf2:rhouV,jct_fracture1_perf2:rhovV,jct_fracture1_perf2:rhowV,jct_fracture1_perf2:vel,jct_fracture2_perf1:T,jct_fracture2_perf1:p,jct_fracture2_perf1:rhoEV,jct_fracture2_perf1:rhoV,jct_fracture2_perf1:rhouV,jct_fracture2_perf1:rhovV,jct_fracture2_perf1:rhowV,jct_fracture2_perf1:vel,jct_fracture2_perf2:T,jct_fracture2_perf2:p,jct_fracture2_perf2:rhoEV,jct_fracture2_perf2:rhoV,jct_fracture2_perf2:rhouV,jct_fracture2_perf2:rhovV,jct_fracture2_perf2:rhowV,jct_fracture2_perf2:vel
0,0,451.90602820825,445.77280032058,455.74963500071,449.62662816903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.44714285714,19456240.594524,1543.1614114884,0.0025048486543138,0,0,0,0,451.98429542429,23877754.34345,1730.674429786,0.0023513108126421,0,0,0,0,455.82787621136,24453112.623381,1753.3674819909,0.0023327945081026,0,0,0,0,449.54838695839,23513115.174233,1716.1011843255,0.0023632096273974,0,0,0,0,445.69453310453,22936219.085064,1692.7348028575,0.0023823004225633,0,0,0,0,416.16142857143,18515311.2997,1499.9750757345,0.0025403351374481,0,0,0,0,451.92143832857,23868345.057557,13351.082236328,0.018145187051221,0,0,0,0,445.75739020026,22945628.370957,13064.189840897,0.018379524690662,0,0,0,0,455.76501943999,24443703.386043,13526.229151226,0.018002274739976,0,0,0,0,449.61124372976,23522524.411572,13244.437708869,0.018232260547406,0,0,0,0
0.1,1293.8194989766,451.90262540482,445.77558797113,455.744942234,449.62991093452,-88944.581305981,0.031328899790973,0.046452164559669,-0.01896290482598,0.10732239968211,5.6655123648914,-46.45707919605,0.0001,0.0001,0.0001,0.0001,1.8948372240698e-12,2.7738522205984e-12,-1.1649740642009e-12,6.5104429322859e-12,289.19784079139,129.59668564176,128.38735482558,23852607.239902,24423030.890048,22959071.162172,23537832.839705,1905000.7350345,924.15105456448,936.0355939316,916.87021211754,928.53674139179,0.00071878861054255,422.15382585326,19484880.949511,1541.1021770818,0.0025066594695133,3.932355361587e-05,0,-6.4333594823751e-05,0.030079855853488,451.99048265837,23869174.180897,1730.7188130097,0.0023512589220108,-1.6233933909919e-05,0,1.1123486149751e-05,0.0083696616849209,455.82169529871,24429218.082541,1753.349024652,0.0023327717293607,-5.7789835773497e-06,0,-6.9810241624801e-06,0.0038849213951729,449.54669927423,23505742.067165,1716.096800096,0.0023632014753613,7.5931738411078e-06,-9.1212830058585e-22,3.83811171938e-05,0.016555935200724,445.70161159629,22939343.286352,1692.776354446,0.0023822698634117,-9.804579580591e-06,1.2024456287074e-21,1.6573094537574e-05,0.0080830877135707,415.88080339401,18549766.978286,1497.939255432,0.0025421352830489,5.5010834073598e-05,-6.7368841344127e-21,-9.0034412440499e-05,0.041504529498873,451.91792795938,23853468.083415,13351.009059694,0.018145064343266,7.4164735797332e-09,0,6.0462352695711e-06,0.00033321677475536,445.7640294031,22958307.24274,13064.427863377,0.01837947874742,1.0996784811084e-08,0,8.965119716076e-06,0.00048777914671621,455.75873506537,24424262.099021,13526.055399962,0.018002181328842,-1.2579722695288e-08,0,-3.6597793139375e-06,0.00020329763749726,449.6225514268,23537546.343917,13244.87902813,0.018232069601305,7.1197372188102e-08,0,2.0712988769447e-05,0.0011360811792878
0.21,1293.6807377476,451.90206482962,445.77583187527,455.74372030543,449.62969334748,-599746.22601557,-0.00074989261220138,0.052814290303123,-0.08153051849806,0.14227039965413,5.9821380453448,-59.291555099892,0.0001,0.0001,0.0001,0.0001,-4.551786242128e-14,3.1650768008466e-12,-5.0310683696005e-12,8.6688727733609e-12,393.50308365018,129.1333085144,127.8187284319,23850387.420676,24418243.517432,22960046.209997,23536966.000975,2113357.1237974,924.15019729645,936.03597397915,916.86838564263,928.53640435165,0.00071871152097088,422.15148817337,19534285.35859,1541.0373491007,0.0025067948240481,9.6131818180102e-05,0,-0.00015728948266025,0.073536212108519,451.98938037656,23860329.416703,1730.7191530218,0.0023512443445443,-2.8988756672798e-05,0,-3.0791628679111e-07,0.012329808267353,455.81710001849,24411616.722306,1753.3351768596,0.0023327551657781,-2.4125925289811e-05,0,-2.9144649715371e-05,0.01621892624048,449.54484857547,23497945.398968,1716.091758709,0.0023631932022323,1.0060716963569e-05,-1.2085425002142e-21,5.0852550282534e-05,0.021935662642442,445.70289608771,22939109.684351,1692.7845611644,0.002382262453818,-1.617136009523e-05,1.9820108179893e-21,1.8903185048853e-05,0.010442409929822,415.88378275938,18605355.451413,1497.9033918981,0.0025422558101844,0.00012887769507913,-1.5782965348579e-20,-0.00021095967446974,0.097240936492719,451.91748481602,23851507.54435,13351.000328461,0.018145047390693,-1.6043607909237e-10,0,-1.4467746728127e-07,7.9733909271038e-06,445.76777815195,22959317.552459,13064.601751505,0.018379342334594,1.252207864554e-08,0,1.0192858307535e-05,0.00055458273825863,455.75498965301,24419972.190082,13525.908333443,0.018002253884394,-5.4084655447442e-08,0,-1.573464103916e-05,0.00087404244448936,449.62945905488,23536929.169977,13245.209755516,0.018231778509781,9.4366453304848e-08,0,2.7457773691574e-05,0.0015060481255271
0.331,1293.6810632592,451.90212811002,445.77522293459,455.743182331,449.62832164466,-1157198.2663145,-0.040596826802855,0.044171202889128,-0.12265624965829,0.1338120452324,5.8637667748167,-69.524453039525,0.0001,0.0001,0.0001,0.0001,-2.4568128808167e-12,2.6391843051174e-12,-7.5403365847118e-12,8.1227843764858e-12,466.09068773785,129.52125033726,128.30212183436,23850630.262162,24416133.856395,22957614.291607,23531523.465778,2056378.091177,924.15028708071,936.0350273551,916.8675797668,928.53429968631,0.00071871170181068,422.17129498575,19610294.378013,1541.0998002722,0.0025068640934518,0.00017206151501121,0,-0.0002815656927687,0.1316291418253,451.98602772647,23852519.629985,1730.705008889,0.0023512438502068,-3.1458358921923e-05,0,-1.4512488062016e-05,0.014734537016066,455.81434650516,24401198.852508,1753.3267799815,0.0023327455342784,-3.6190749317572e-05,0,-4.3719614356499e-05,0.024329870327939,449.54402612692,23494244.680401,1716.0897091418,0.00236318898099,9.451513468096e-06,-1.1353628244177e-21,4.7773449780041e-05,0.02060750174572,445.70251955849,22938419.092256,1692.7827876146,0.0023822628580714,-1.1309027550715e-05,1.3864534401101e-21,1.5797921326095e-05,0.008155500774491,415.90442989524,18688601.011951,1497.9651637297,0.0025423373582179,0.00022369984407088,-2.7395329092421e-20,-0.00036624036626733,0.16880314749467,451.91567234961,23852052.537542,13350.91205732,0.018145129822353,-9.5887351071431e-09,0,-7.8347980052191e-06,0.00043178549558922,445.76988184516,22956821.290965,13064.719005902,0.018379210748433,1.0501366331962e-08,0,8.5248073108233e-06,0.00046382915434235,455.75232252225,24418175.385748,13525.796103119,0.018002327660635,-8.1356056287195e-08,0,-2.3671758111497e-05,0.0013149353995339,449.63235785829,23531424.018447,13245.381292998,0.018231562908524,8.8730726181041e-08,0,2.5825068201686e-05,0.0014165116157606
0.4641,1293.6467550256,451.90183505305,445.77501367402,455.7421472848,449.62741153557,-1700973.019608,-0.039998528225395,0.010662491893032,-0.11308908966225,0.090410378260322,5.8326027124691,-80.074168900295,0.0001,0.0001,0.0001,0.0001,-2.4214978633805e-12,6.3730779929055e-13,-6.9556841791236e-12,5.4909314160778e-12,543.83979718738,129.47357878705,128.23792322766,23849467.749756,24412077.514154,22956780.462376,23527909.756548,2048663.6079473,924.1498370792,936.03470378128,916.86603159081,928.53290085427,0.00071869264168091,422.19774728515,19724094.724579,1541.1711376994,0.002506986806461,0.00027780326475722,0,-0.00045469670214851,0.21254398008285,451.98438985873,23851550.979019,1730.6958357069,0.0023512501459877,-1.819082636755e-05,0,-1.4237834833787e-05,0.0098246722256154,455.81372626992,24399161.371634,1753.3246495546,0.0023327440687776,-3.3315324746959e-05,0,-4.0245943826127e-05,0.022396808594317,449.54544298691,23499447.052179,1716.0941892353,0.0023631935447196,6.3698543112812e-06,-7.651789697401e-22,3.2197618346124e-05,0.013888690892116,445.69703852217,22944371.326906,1692.7436415266,0.0023823060163502,2.7965134286012e-06,-3.417028374504e-22,3.734672948685e-06,0.0019584586394807,415.93239611064,18811309.161612,1498.0386420225,0.0025424726397311,0.00034986624827326,-4.2846257746784e-20,-0.00057293790077543,0.26404032353368,451.91296147775,23850883.670821,13350.792207748,0.01814521795354,-9.4654180373577e-09,0,-7.7194022222613e-06,0.00042542382489992,445.7708661055,22955736.021499,13064.773334596,0.018379150668484,2.5938666375932e-09,0,2.0578175537158e-06,0.00011196486854099,455.74976152267,24414043.416564,13525.702690245,0.018002356208892,-7.4987718858015e-08,0,-2.1825459276701e-05,0.0012123739717254,449.63266375131,23527483.100946,13245.420369391,0.018231480308073,5.9912657362718e-08,0,1.7448652091213e-05,0.00095706737224683
0.61051,1293.597556642,451.90206460281,445.77533408553,455.74164844868,449.62704096435,-2223574.9849844,0.021787988140741,-0.089969425218228,-0.044582139648493,-0.02173184300262,5.8158685545342,-90.25228695946,0.0001,0.0001,0.0001,0.0001,1.3196250216369e-12,-5.3799559586642e-12,-2.7436147986323e-12,-1.3205878053439e-12,620.17122362954,129.41590726845,128.16627180015,23850361.487221,24410113.144299,22958071.830245,23526439.405002,2052347.3500557,924.15017435219,936.035212622,916.8652770088,928.53233224025,0.00071866530924555,422.23437706691,19883149.069333,1541.2685322939,0.0025071603201399,0.00042295969286178,0,-0.00069247632113396,0.32364496843342,451.91996715584,23865051.141969,1730.2939441007,0.0023516163317753,2.1739566187309e-05,0,7.8949391120508e-06,0.0098352540519512,455.81673784748,24411216.393349,1753.3333228617,0.0023327561076619,-1.3033719460529e-05,0,-1.5744943353154e-05,0.0087620363613425,449.54623323946,23520754.690372,1716.0817870579,0.0023632385883487,-1.5734895606217e-06,1.8901312982122e-22,-7.9542874847157e-06,0.0034310649855764,445.63563053268,22966027.328203,1692.3424967378,0.0023826847359041,2.336331030237e-05,-2.8642399330915e-21,-3.2367385816495e-05,0.016753608090194,415.97144085113,18983914.819363,1498.1399729292,0.0025426646950004,0.00051757288223278,-6.3384396596812e-20,-0.00084784529520399,0.39066868991266,451.91271889714,23851307.666439,13350.77823865,0.018145235207921,5.1386068867923e-09,0,4.2049952209264e-06,0.00023174118783762,445.7702144349,22956265.145375,13064.738580688,0.018379187043558,-2.1218637548606e-08,0,-1.7363524523565e-05,0.00094473914690824,455.74774612508,24411556.006743,13525.624620084,0.01800239210627,-2.951804796662e-08,0,-8.6040579167506e-06,0.00047794251451568,449.63226578955,23525159.49805,13245.416043746,0.018231455055463,-1.4500746220263e-08,0,-4.1941123320482e-06,0.00023004951533997
0.771561,1293.5400327087,451.90399551859,445.77719519989,455.74293261755,449.6282620559,-2709718.8960075,0.18667898958823,-0.31220137739694,0.12780181016213,-0.25787238149489,5.7935591484787,-99.566930123961,0.0001,0.0001,0.0001,0.0001,1.1305071880756e-11,-1.8666507376879e-11,7.8636938995433e-12,-1.5667616638925e-11,690.96598233417,129.43204924466,128.18744526672,23857940.245829,24415106.467758,22965539.294046,23531286.742812,2054315.2352834,924.15306632896,936.03813759585,916.86716261398,928.534207992,0.00071863335150481,422.28231013469,20092897.554921,1541.3945010813,0.0025073912959279,0.00061998000864362,0,-0.0010154267568406,0.47449071223295,451.92044473788,23906196.682354,1730.2641201726,0.0023517083497273,0.00011203827225356,0,6.6859815234687e-05,0.055479451197835,455.81959902674,24451447.191502,1753.3193339877,0.0023328330766517,3.793960666889e-05,0,4.5829915613004e-05,0.025503828912956,449.55467861867,23573525.861157,1716.0908799898,0.0023633160350042,-1.8287999837978e-05,2.1968313456258e-21,-9.2458436285567e-05,0.039880294472624,445.64423095771,23018408.245648,1692.3525203143,0.0023827607556905,5.6328524394576e-05,-6.9107161231851e-21,-0.00011200587998685,0.052616413312212,416.02503561407,19222289.356596,1498.2777123931,0.0025429318721396,0.00074645108038837,-9.1413891891459e-20,-0.0012233115115451,0.56354900878491,451.92139133925,23857630.88096,13351.145791636,0.01814499905923,4.4187314467136e-08,0,3.6028139667631e-05,0.0019855700541594,445.77599390025,22962050.145083,13064.97950558,0.018379052694465,-7.3881113502231e-08,0,-6.0253238808742e-05,0.0032783672317625,455.75280670223,24415231.237287,13525.835979717,0.01800225679731,8.4849307486762e-08,0,2.4665048183488e-05,0.0013701167805918,449.63612014335,23528211.270645,13245.579375375,0.018231353131445,-1.7114840954868e-07,0,-4.9767645276036e-05,0.0027297995492545
0.9487171,1293.4730220824,451.90972391602,445.78280857238,455.74824001888,449.63347128959,-3138349.7606111,0.52361022620628,-0.73029854848301,0.4844390485482,-0.70341065055596,5.7692761237513,-107.61732576123,0.0001,0.0001,0.0001,0.0001,3.1708889086655e-11,-4.3664014813814e-11,2.9807320198285e-11,-4.273672213782e-11,753.41314446879,129.43233661424,128.18806904924,23880384.817982,24435742.86977,22987981.884859,23551918.844002,2056241.6186743,924.16161041372,936.04688609857,916.87495494702,928.54216740413,0.00071859612337914,422.34134878366,20354077.972325,1541.5470500365,0.0025076826828396,0.00087786248402873,0,-0.0014385119282308,0.67202195629109,451.94449345428,23997172.954881,1730.3378269539,0.0023517921546608,0.00028334914091059,0,0.0001872573819492,0.14441547906705,455.84210207282,24544935.329468,1753.3815328479,0.0023329307906163,0.0001433325656335,0,0.0001731291308602,0.096343157759474,449.58226183888,23684529.188991,1716.1702623759,0.0023634273169397,-4.9798092913531e-05,5.9819338253692e-21,-0.00025182387502915,0.10861363691912,445.67208397699,23125289.916788,1692.437285871,0.0023828607687056,0.00010839446169882,-1.330539290376e-20,-0.00026173490966556,0.11888747128678,416.10069990265,19560725.235263,1498.470498196,0.0025433136968858,0.0010777767574213,-1.319895854373e-19,-0.0017674235765032,0.81394523840545,451.94623867632,23877508.783547,13352.187998149,0.018144353734556,1.2408575699698e-07,0,0.00010105297295839,0.0055693936869234,445.79877173064,22981327.922401,13065.9516064,0.018378459963983,-1.7307727057814e-07,0,-0.00014094209502032,0.0076688798498986,455.77906836718,24433139.37986,13526.939708077,0.018001534205401,3.2139857226214e-07,0,9.3492892374956e-05,0.0051936375943929,449.65345660006,23545456.342007,13246.29203624,0.018230957380775,-4.6663712782969e-07,0,-0.00013575144690469,0.0074462490413958
1.14358881,1293.3965994592,451.92304061914,445.79589063072,455.76176652622,449.64677414679,-3485633.6589065,1.1029495410409,-1.4314316721308,1.1096667984083,-1.4607561203686,5.7438706140189,-113.95448664954,0.0001,0.0001,0.0001,0.0001,6.6794703840062e-11,-8.5586888102127e-11,6.828001203595e-11,-8.8753830918388e-11,804.09820028214,129.4255650791,128.18024242792,23932351.491854,24488110.658224,23039995.246738,23604340.595013,2058418.2466779,924.18128247673,936.06700891361,916.89461114147,928.56225073516,0.00071855366636622,422.40778328411,20652944.283537,1541.714084458,0.0025080226812143,0.0011829962003612,0,-0.0019396624264212,0.9058741756855,451.98856757926,24166897.245279,1730.4705948077,0.0023519525917586,0.00056011428936306,0,0.00039414417625636,0.29120163321012,455.88795448798,24724934.559272,1753.516431535,0.002333105972904,0.00032800991162384,0,0.00039614809743286,0.22044381843938,449.6339859952,23890491.916034,1716.3209596479,0.002363630898265,-0.00010329675390446,1.2408303623838e-20,-0.00052257479600866,0.22536777907972,445.72173646624,23318832.317519,1692.5859460229,0.0023830460333025,0.00018002556813915,-2.2109777384994e-20,-0.00051267009621336,0.22801060325299,416.21380308268,20068784.163091,1498.7570813885,0.0025438895875371,0.0015838358850527,-1.9396395495627e-19,-0.002599825270254,1.1967020312321,451.99157659969,23925061.744712,13354.02024785,0.018143376340427,2.6165725082915e-07,0,0.00021285672400694,0.011731933507635,445.84434545873,23028033.634714,13067.844147548,0.018377420347391,-3.3963325994989e-07,0,-0.00027624798144087,0.015031935113851,455.82999619743,24480723.713922,13529.003210056,0.018000359042707,7.3599825207245e-07,0,0.0002141519189874,0.011897161785305,449.69798207605,23592120.270723,13248.107403313,0.018229983373863,-9.6880771989068e-07,0,-0.00028190415799073,0.015463855173868
1.357947691,1293.3116785668,451.9498506328,445.82229594869,455.79009244688,449.67469438211,-3728494.1127386,1.9568327174447,-2.5176393531958,2.0431074313085,-2.6364847524777,5.7185300342292,-118.17818904411,0.0001,0.0001,0.0001,0.0001,1.1851516116295e-10,-1.5054413274279e-10,1.2572529087275e-10,-1.6020091722993e-10,839.64120943634,129.41001725706,128.16559133885,24036359.164691,24597066.113757,23144110.117841,23713397.066067,2060617.7712941,924.2203290497,936.10682519156,916.93513573179,928.6035208319,0.00071850648809266,422.46900903921,20937860.973538,1541.8589500279,0.0025083592259462,0.0014686211959929,0,-0.0024093074250857,1.1248917472054,452.06031613027,24444371.343884,1730.6859412989,0.0023522164081388,0.00094481068223725,0,0.00069887904760299,0.49961463745881,455.96400732873,25024328.325378,1753.7396827885,0.0023333983704394,0.00060362123492443,0,0.0007288757464212,0.4055763526721,449.72101696528,24237825.519981,1716.5740721267,0.002363975140943,-0.00018621989909021,2.236901956576e-20,-0.00094267894916219,0.40647473598744,445.8044233145,23642138.393937,1692.8328367144,0.0023833567879833,0.00027065232337449,-3.3259622700846e-20,-0.000901210202246,0.39481047848144,416.38211316753,20829053.059474,1499.1805857166,0.0025447565193532,0.0023338603893732,-2.8581546567212e-19,-0.0038365017861476,1.7646552798725,452.06431873532,24022563.913093,13356.82950054,0.018142184276628,4.647757072069e-07,0,0.00037763478177511,0.020815303274915,445.91991280963,23123924.89636,13070.863339191,0.01837602831189,-5.9802421224085e-07,0,-0.00048585240064048,0.026439487382205,455.90954728235,24582537.324605,13532.062147398,0.017999006758769,1.3547979197452e-06,0,0.00039428094978499,0.021905835287956,449.77966734266,23692237.111555,13251.346772087,0.018228455333221,-1.7481833730095e-06,0,-0.00050878072589789,0.027911510876229
