id,p,x,y,z
0,36109301.044261,1036.6235012545,0,-2588.0571215443
0.0050251256282488,36109740.851408,1036.6235185311,0,-2588.0520964484
0.010050251256498,36109680.177057,1036.6235358077,0,-2588.0470713524
0.015075376884293,36109613.598326,1036.6235530842,0,-2588.0420462565
0.020100502512541,36109548.413432,1036.6235703608,0,-2588.0370211606
0.02512562814079,36109482.899499,1036.6235876374,0,-2588.0319960647
0.03015075376904,36109417.463246,1036.623604914,0,-2588.0269709687
0.035175879396834,36109352.008656,1036.6236221906,0,-2588.0219458728
0.040201005025083,36109286.558397,1036.6236394672,0,-2588.0169207769
0.045226130653332,36109221.107118,1036.6236567438,0,-2588.0118956809
0.050251256281581,36109155.656082,1036.6236740204,0,-2588.006870585
0.055276381909375,36109090.20499,1036.623691297,0,-2588.0018454891
0.060301507537624,36109024.753915,1036.6237085736,0,-2587.9968203931
0.065326633165874,36108959.302836,1036.6237258502,0,-2587.9917952972
0.070351758794123,36108893.851762,1036.6237431268,0,-2587.9867702013
0.075376884421917,36108828.400689,1036.6237604033,0,-2587.9817451054
0.080402010050166,36108762.949616,1036.6237776799,0,-2587.9767200094
0.085427135678415,36108697.498547,1036.6237949565,0,-2587.9716949135
0.090452261306664,36108632.047479,1036.6238122331,0,-2587.9666698176
0.095477386934458,36108566.596413,1036.6238295097,0,-2587.9616447216
0.10050251256271,36108501.145348,1036.6238467863,0,-2587.9566196257
0.10552763819096,36108435.694285,1036.6238640629,0,-2587.9515945298
0.11055276381921,36108370.243224,1036.6238813395,0,-2587.9465694339
0.115577889447,36108304.792165,1036.6238986161,0,-2587.9415443379
0.12060301507525,36108239.341108,1036.6239158927,0,-2587.936519242
0.1256281407035,36108173.890052,1036.6239331693,0,-2587.9314941461
0.13065326633175,36108108.438998,1036.6239504458,0,-2587.9264690501
0.13567839195954,36108042.987945,1036.6239677224,0,-2587.9214439542
0.14070351758779,36107977.536894,1036.623984999,0,-2587.9164188583
0.14572864321604,36107912.085846,1036.6240022756,0,-2587.9113937624
0.15075376884429,36107846.634799,1036.6240195522,0,-2587.9063686664
0.15577889447254,36107781.183753,1036.6240368288,0,-2587.9013435705
0.16080402010033,36107715.73271,1036.6240541054,0,-2587.8963184746
0.16582914572858,36107650.281668,1036.624071382,0,-2587.8912933786
0.17085427135683,36107584.830629,1036.6240886586,0,-2587.8862682827
0.17587939698508,36107519.37959,1036.6241059352,0,-2587.8812431868
0.18090452261287,36107453.928553,1036.6241232118,0,-2587.8762180908
0.18592964824112,36107388.477519,1036.6241404884,0,-2587.8711929949
0.19095477386937,36107323.026486,1036.6241577649,0,-2587.866167899
0.19597989949762,36107257.575455,1036.6241750415,0,-2587.8611428031
0.20100502512541,36107192.124425,1036.6241923181,0,-2587.8561177071
0.20603015075366,36107126.673398,1036.6242095947,0,-2587.8510926112
0.21105527638191,36107061.222371,1036.6242268713,0,-2587.8460675153
0.21608040201016,36106995.771348,1036.6242441479,0,-2587.8410424193
0.22110552763796,36106930.320326,1036.6242614245,0,-2587.8360173234
0.22613065326621,36106864.869305,1036.6242787011,0,-2587.8309922275
0.23115577889445,36106799.418286,1036.6242959777,0,-2587.8259671316
0.2361809045227,36106733.967269,1036.6243132543,0,-2587.8209420356
0.2412060301505,36106668.516253,1036.6243305309,0,-2587.8159169397
0.24623115577875,36106603.065239,1036.6243478074,0,-2587.8108918438
0.251256281407,36106537.614227,1036.624365084,0,-2587.8058667478
0.25628140703524,36106472.163218,1036.6243823606,0,-2587.8008416519
0.26130653266304,36106406.712209,1036.6243996372,0,-2587.795816556
0.26633165829129,36106341.261203,1036.6244169138,0,-2587.7907914601
0.27135678391954,36106275.810197,1036.6244341904,0,-2587.7857663641
0.27638190954779,36106210.359195,1036.624451467,0,-2587.7807412682
0.28140703517558,36106144.908193,1036.6244687436,0,-2587.7757161723
0.28643216080383,36106079.457194,1036.6244860202,0,-2587.7706910763
0.29145728643208,36106014.006196,1036.6245032968,0,-2587.7656659804
0.29648241206033,36105948.5552,1036.6245205734,0,-2587.7606408845
0.30150753768858,36105883.104206,1036.62453785,0,-2587.7556157885
0.30653266331637,36105817.653213,1036.6245551265,0,-2587.7505906926
0.31155778894462,36105752.202223,1036.6245724031,0,-2587.7455655967
0.31658291457287,36105686.751234,1036.6245896797,0,-2587.7405405008
0.32160804020112,36105621.300247,1036.6246069563,0,-2587.7355154048
0.32663316582891,36105555.849261,1036.6246242329,0,-2587.7304903089
0.33165829145716,36105490.398277,1036.6246415095,0,-2587.725465213
0.33668341708541,36105424.947295,1036.6246587861,0,-2587.720440117
0.34170854271366,36105359.496315,1036.6246760627,0,-2587.7154150211
0.34673366834145,36105294.045337,1036.6246933393,0,-2587.7103899252
0.3517587939697,36105228.59436,1036.6247106159,0,-2587.7053648293
0.35678391959795,36105163.143384,1036.6247278925,0,-2587.7003397333
0.3618090452262,36105097.692411,1036.624745169,0,-2587.6953146374
0.366834170854,36105032.24144,1036.6247624456,0,-2587.6902895415
0.37185929648224,36104966.790471,1036.6247797222,0,-2587.6852644455
0.37688442211049,36104901.339503,1036.6247969988,0,-2587.6802393496
0.38190954773874,36104835.888536,1036.6248142754,0,-2587.6752142537
0.38693467336654,36104770.437571,1036.624831552,0,-2587.6701891577
0.39195979899479,36104704.986609,1036.6248488286,0,-2587.6651640618
0.39698492462303,36104639.535649,1036.6248661052,0,-2587.6601389659
0.40201005025128,36104574.08469,1036.6248833818,0,-2587.65511387
0.40703517587908,36104508.633732,1036.6249006584,0,-2587.650088774
0.41206030150733,36104443.182776,1036.624917935,0,-2587.6450636781
0.41708542713558,36104377.731822,1036.6249352116,0,-2587.6400385822
0.42211055276383,36104312.28087,1036.6249524881,0,-2587.6350134862
0.42713567839162,36104246.82992,1036.6249697647,0,-2587.6299883903
0.43216080401987,36104181.378972,1036.6249870413,0,-2587.6249632944
0.43718592964812,36104115.928025,1036.6250043179,0,-2587.6199381985
0.44221105527637,36104050.47708,1036.6250215945,0,-2587.6149131025
0.44723618090462,36103985.026137,1036.6250388711,0,-2587.6098880066
0.45226130653241,36103919.575195,1036.6250561477,0,-2587.6048629107
0.45728643216066,36103854.124256,1036.6250734243,0,-2587.5998378147
0.46231155778891,36103788.673318,1036.6250907009,0,-2587.5948127188
0.46733668341716,36103723.222381,1036.6251079775,0,-2587.5897876229
0.47236180904495,36103657.771447,1036.6251252541,0,-2587.584762527
0.4773869346732,36103592.320514,1036.6251425307,0,-2587.579737431
0.48241206030145,36103526.869583,1036.6251598072,0,-2587.5747123351
0.4874371859297,36103461.418653,1036.6251770838,0,-2587.5696872392
0.49246231155749,36103395.967726,1036.6251943604,0,-2587.5646621432
0.49748743718574,36103330.5168,1036.625211637,0,-2587.5596370473
0.50251256281399,36103265.065876,1036.6252289136,0,-2587.5546119514
0.50753768844224,36103199.614954,1036.6252461902,0,-2587.5495868554
0.51256281407003,36103134.164034,1036.6252634668,0,-2587.5445617595
0.51758793969828,36103068.713115,1036.6252807434,0,-2587.5395366636
0.52261306532653,36103003.262199,1036.62529802,0,-2587.5345115677
0.52763819095478,36102937.811283,1036.6253152966,0,-2587.5294864717
0.53266331658258,36102872.36037,1036.6253325732,0,-2587.5244613758
0.53768844221083,36102806.909459,1036.6253498497,0,-2587.5194362799
0.54271356783907,36102741.458548,1036.6253671263,0,-2587.5144111839
0.54773869346732,36102676.007639,1036.6253844029,0,-2587.509386088
0.55276381909512,36102610.556734,1036.6254016795,0,-2587.5043609921
0.55778894472337,36102545.105829,1036.6254189561,0,-2587.4993358962
0.56281407035162,36102479.654926,1036.6254362327,0,-2587.4943108002
0.56783919597986,36102414.204026,1036.6254535093,0,-2587.4892857043
