time,Reynolds_Number,T_fracture1_in,T_fracture1_out,T_fracture2_in,T_fracture2_out,injection_pressure,m_dot_fracture1_in,m_dot_fracture1_out,m_dot_fracture2_in,m_dot_fracture2_out,m_dot_inlet,m_dot_outlet,mu_fracture1_in,mu_fracture1_out,mu_fracture2_in,mu_fracture2_out,permeability_fracture1_in,permeability_fracture1_out,permeability_fracture2_in,permeability_fracture2_out,pressure_drop_PSI,pressure_drop_fracture1,pressure_drop_fracture2,pressure_in_fracture1,pressure_in_fracture2,pressure_out_fracture1,pressure_out_fracture2,production_pressure,rho_fracture1_in,rho_fracture1_out,rho_fracture2_in,rho_fracture2_out,velocity_outlet,jct1:T,jct1:p,jct1:rhoEV,jct1:rhoV,jct1:rhouV,jct1:rhovV,jct1:rhowV,jct1:vel,jct2:T,jct2:p,jct2:rhoEV,jct2:rhoV,jct2:rhouV,jct2:rhovV,jct2:rhowV,jct2:vel,jct3:T,jct3:p,jct3:rhoEV,jct3:rhoV,jct3:rhouV,jct3:rhovV,jct3:rhowV,jct3:vel,jct6:T,jct6:p,jct6:rhoEV,jct6:rhoV,jct6:rhouV,jct6:rhovV,jct6:rhowV,jct6:vel,jct7:T,jct7:p,jct7:rhoEV,jct7:rhoV,jct7:rhouV,jct7:rhovV,jct7:rhowV,jct7:vel,jct8:T,jct8:p,jct8:rhoEV,jct8:rhoV,jct8:rhouV,jct8:rhovV,jct8:rhowV,jct8:vel,jct_fracture1_perf1:T,jct_fracture1_perf1:p,jct_fracture1_perf1:rhoEV,jct_fracture1_perf1:rhoV,jct_fracture1_perf1:rhouV,jct_fracture1_perf1:rhovV,jct_fracture1_perf1:rhowV,jct_fracture1_perf1:vel,jct_fracture1_perf2:T,jct_fracture1_perf2:p,jct_fracture1_perf2:rhoEV,jct_fracture1_perf2:rhoV,jct_fracture1_perf2:rhouV,jct_fracture1_perf2:rhovV,jct_fracture1_perf2:rhowV,jct_fracture1_perf2:vel,jct_fracture2_perf1:T,jct_fracture2_perf1:p,jct_fracture2_perf1:rhoEV,jct_fracture2_perf1:rhoV,jct_fracture2_perf1:rhouV,jct_fracture2_perf1:rhovV,jct_fracture2_perf1:rhowV,jct_fracture2_perf1:vel,jct_fracture2_perf2:T,jct_fracture2_perf2:p,jct_fracture2_perf2:rhoEV,jct_fracture2_perf2:rhoV,jct_fracture2_perf2:rhouV,jct_fracture2_perf2:rhovV,jct_fracture2_perf2:rhowV,jct_fracture2_perf2:vel
0,0,451.90602820825,445.77280032058,455.74963500071,449.62662816903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.44714285714,19456240.594524,1543.1614114884,0.0025048486543138,0,0,0,0,451.98429542429,23877754.34345,1730.674429786,0.0023513108126421,0,0,0,0,455.82787621136,24453112.623381,1753.3674819909,0.0023327945081026,0,0,0,0,449.54838695839,23513115.174233,1716.1011843255,0.0023632096273974,0,0,0,0,445.69453310453,22936219.085064,1692.7348028575,0.0023823004225633,0,0,0,0,416.16142857143,18515311.2997,1499.9750757345,0.0025403351374481,0,0,0,0,451.92143832857,23868345.057557,13351.082236328,0.018145187051221,0,0,0,0,445.75739020026,22945628.370957,13064.189840897,0.018379524690662,0,0,0,0,455.76501943999,24443703.386043,13526.229151226,0.018002274739976,0,0,0,0,449.61124372976,23522524.411572,13244.437708869,0.018232260547406,0,0,0,0
0.1,1293.8194989766,451.90262540482,445.77558797113,455.744942234,449.62991093452,145067.51265478,0.031328900463233,0.046452164593525,-0.018962904243886,0.10732239975278,10.472299024587,-46.45707919605,0.0001,0.0001,0.0001,0.0001,1.8948372647265e-12,2.7738522226157e-12,-1.1649740284384e-12,6.5104429365624e-12,255.2571947075,129.59668564197,128.38735482579,23852607.239913,24423030.890055,22959071.162181,23537832.839711,1905000.7350345,924.15105456448,936.0355939316,916.87021211755,928.5367413918,0.00071878861054255,422.15382585146,19484881.07415,1541.1021769467,0.0025066594698305,3.9323678362924e-05,0,-6.4333798928574e-05,0.030079951278796,451.9904826584,23869174.181053,1730.7188130098,0.002351258922011,-1.6233933479827e-05,0,1.1123486406667e-05,0.0083696615957868,455.82169529874,24429218.08265,1753.3490246521,0.0023327717293608,-5.7789834278203e-06,0,-6.9810239825917e-06,0.003884921294897,449.54669927423,23505742.067167,1716.096800096,0.0023632014753613,7.5931738412491e-06,-9.1212776211097e-22,3.8381117200017e-05,0.016555935203316,445.70161159629,22939343.286355,1692.776354446,0.0023822698634117,-9.8045795754966e-06,1.202444734655e-21,1.6573094550019e-05,0.0080830877169781,415.88080339402,18549766.978286,1497.939255432,0.0025421352830489,5.5010834073588e-05,-6.7368841462209e-21,-9.0034412440481e-05,0.041504529498865,451.9179279594,23853468.083419,13351.009059695,0.018145064343266,7.4165028647265e-09,0,6.0462354132712e-06,0.00033321678267686,445.76402940311,22958307.24275,13064.427863377,0.01837947874742,1.0996803882131e-08,0,8.9651197278488e-06,0.00048777914735803,455.7587350654,24424262.099025,13526.055399964,0.018002181328841,-1.2580115253401e-08,0,-3.6597792107127e-06,0.00020329763183824,449.62255142681,23537546.343922,13244.87902813,0.018232069601305,7.1197785353273e-08,0,2.0712988771798e-05,0.0011360811794946
0.21,1293.6807377476,451.90206482964,445.77583187528,455.74372030544,449.62969334749,-338356.04116154,-0.00074988899103126,0.052814290453274,-0.081530515976028,0.1422703996714,11.071497472125,-59.291555099892,0.0001,0.0001,0.0001,0.0001,-4.551764261878e-14,3.1650768098127e-12,-5.0310682139305e-12,8.6688727743426e-12,355.59157401932,129.13330851571,127.81872843294,23850387.420727,24418243.517468,22960046.21004,23536966.001004,2113357.1237974,924.15019729647,936.03597397917,916.86838564265,928.53640435166,0.00071871152097088,422.15148833103,19534285.973865,1541.0373495876,0.0025067948246247,9.6132433804316e-05,0,-0.00015729049012329,0.073536683078358,451.98938037687,23860329.417476,1730.719153023,0.0023512443445445,-2.8988754545729e-05,0,-3.0791501840946e-07,0.012329807357017,455.81710001863,24411616.722849,1753.33517686,0.0023327551657786,-2.4125924559244e-05,0,-2.9144648835732e-05,0.016218925750303,449.54484857547,23497945.398978,1716.091758709,0.0023631932022323,1.0060716971294e-05,-1.2085415705511e-21,5.0852550317314e-05,0.021935662657514,445.70289608771,22939109.684365,1692.7845611644,0.0023822624538181,-1.6171360074514e-05,1.9820096264859e-21,1.8903185101721e-05,0.010442409941032,415.88378275938,18605355.451412,1497.9033918981,0.0025422558101844,0.00012887769508037,-1.5782966094145e-20,-0.00021095967446889,0.097240936492684,451.91748481625,23851507.544375,13351.000328472,0.018145047390684,-1.6029227039774e-10,0,-1.4467677963114e-07,7.9733530209454e-06,445.76777815197,22959317.552503,13064.601751506,0.018379342334594,1.2522124139937e-08,0,1.0192858341777e-05,0.00055458274012477,455.75498965306,24419972.190101,13525.908333446,0.018002253884392,-5.4085273602545e-08,0,-1.5734640567452e-05,0.00087404241840489,449.6294590549,23536929.170009,13245.209755517,0.018231778509781,9.4366947652983e-08,0,2.7457773708657e-05,0.0015060481265573
0.331,1293.6810632592,451.9021281101,445.77522293466,455.74318233106,449.62832164471,-905272.9565239,-0.040596804716824,0.044171203814415,-0.12265623424327,0.13381204581298,10.874155445505,-69.524453039525,0.0001,0.0001,0.0001,0.0001,-2.4568115440759e-12,2.6391843602386e-12,-7.5403356367425e-12,8.1227844113777e-12,429.55194465644,129.52125034528,128.30212183989,23850630.262484,24416133.856623,22957614.291874,23531523.465967,2056378.091177,924.15028708083,936.0350273552,916.86757976689,928.53429968638,0.00071871170181068,422.17129585139,19610298.045271,1541.0998026621,0.0025068640973282,0.00017206518277977,0,-0.00028157169678899,0.13163194818771,451.98602772796,23852519.634821,1730.7050088942,0.0023512438502101,-3.1458345646737e-05,0,-1.4512480146847e-05,0.014734530479097,455.81434650603,24401198.855902,1753.3267799841,0.0023327455342816,-3.6190744744292e-05,0,-4.3719608831615e-05,0.024329867253367,449.54402612693,23494244.680465,1716.0897091419,0.0023631889809901,9.4515135108392e-06,-1.1353614926585e-21,4.7773449997287e-05,0.020607501839411,445.70251955848,22938419.092337,1692.7827876145,0.0023822628580717,-1.1309027421581e-05,1.3864536876115e-21,1.5797921655187e-05,0.0081555008552655,415.90442989524,18688601.01195,1497.9651637297,0.0025423373582179,0.00022369984407131,-2.7395330009479e-20,-0.00036624036626658,0.1688031474945,451.91567235065,23852052.537697,13350.912057368,0.018145129822314,-9.5885270668981e-09,0,-7.8347937498824e-06,0.00043178526105955,445.76988184527,22956821.29124,13064.719005906,0.018379210748434,1.0501478061819e-08,0,8.5248074889937e-06,0.00046382916404395,455.75232252213,24418175.385858,13525.796103112,0.018002327660642,-8.1356141098607e-08,0,-2.3671755140328e-05,0.001314935234507,449.63235785836,23531424.018642,13245.381293,0.018231562908524,8.8730862397385e-08,0,2.5825068313934e-05,0.001416511621943
0.4641,1293.6467550256,451.9018350538,445.77501367463,455.74214728533,449.62741153601,-1451736.9849586,-0.03999833112348,0.010662500284333,-0.11308894999146,0.090410383920933,10.829564022036,-80.074168900295,0.0001,0.0001,0.0001,0.0001,-2.4214859295674e-12,6.3730830049775e-13,-6.9556755857771e-12,5.4909317577181e-12,507.6911011939,129.47357885787,128.23792327773,23849467.752681,24412077.516244,22956780.464813,23527909.758293,2048663.6079473,924.14983708031,936.03470378223,916.86603159161,928.53290085494,0.00071869264168091,422.19775347836,19724121.040951,1541.1711547283,0.0025069868343847,0.00027782957067713,0,-0.00045473978166133,0.2125641119215,451.98438986581,23851551.022232,1730.6958357156,0.0023512501460501,-1.8190708278118e-05,0,-1.4237764166619e-05,0.0098246141507709,455.81372627789,24399161.402381,1753.3246495784,0.0023327440688068,-3.3315283342363e-05,0,-4.024589380747e-05,0.022396780758869,449.54544298707,23499447.052769,1716.0941892358,0.0023631935447201,6.3698547101195e-06,-7.6517650738093e-22,3.2197620365181e-05,0.013888691762999,445.69703853558,22944371.327642,1692.7436416096,0.0023823060162803,2.7965145906451e-06,-3.4170121335442e-22,3.7346759384404e-06,0.0019584599364729,415.93239611064,18811309.161613,1498.0386420225,0.0025424726397311,0.00034986624827245,-4.2846258228574e-20,-0.00057293790077411,0.26404032353307,451.91296148449,23850883.672242,13350.792208055,0.018145217953295,-9.4650362383092e-09,0,-7.7193641709155e-06,0.00042542172783605,445.77086610636,22955736.024,13064.773334622,0.018379150668493,2.5940101076511e-09,0,2.0578191731582e-06,0.00011196495666371,455.74976152075,24414043.417584,13525.70269015,0.018002356208986,-7.4988059531315e-08,0,-2.1825432316353e-05,0.0012123724741918,449.63266375186,23527483.102736,13245.420369406,0.018231480308083,5.9912469694952e-08,0,1.7448653186271e-05,0.00095706743227476
0.61051,1293.597556642,451.9020646117,445.77533409292,455.7416484553,449.62704096988,-1975316.1624079,0.021790238227194,-0.08996932422166,-0.04458048479101,-0.021731771747564,10.815656094006,-90.252286959455,0.0001,0.0001,0.0001,0.0001,1.3197612939613e-12,-5.3799498874045e-12,-2.7435129454974e-12,-1.320583469539e-12,584.16426052062,129.41590803439,128.1662723638,23850361.522049,24410113.170095,22958071.859793,23526439.426912,2052347.3500552,924.15017436544,936.03521263351,916.86527701857,928.53233224871,0.00071866530924555,422.23442152784,19883338.173698,1541.2686544493,0.0025071605210098,0.00042314858865573,0,-0.00069278583682644,0.32378956980928,451.91996681467,23865051.6364,1730.2939416356,0.0023516163346862,2.1740898778365e-05,0,7.8957454641272e-06,0.0098359037206356,455.81673794225,24411216.758576,1753.3333231456,0.0023327561080085,-1.3033229033237e-05,0,-1.5744350906973e-05,0.0087617066651426,449.54623324907,23520754.697792,1716.0817871108,0.0023632385883154,-1.5734845458753e-06,1.8901512472144e-22,-7.9542621363396e-06,0.0034310540516224,445.63563053656,22966027.337285,1692.3424967544,0.0023826847359045,2.3363323887739e-05,-2.8642398984177e-21,-3.2367349841391e-05,0.016753599184813,415.97144085113,18983914.819376,1498.1399729292,0.0025426646950004,0.00051757288222047,-6.3384397035408e-20,-0.00084784529518381,0.39066868990337,451.91271897408,23851307.684107,13350.778242147,0.018145235205145,5.1394636952662e-09,0,4.2054294871172e-06,0.00023176512070772,445.77021444231,22956265.175711,13064.738580849,0.018379187043798,-2.1218523769178e-08,0,-1.7363505031991e-05,0.00094473808636488,455.7477461338,24411556.019869,13525.624620408,0.018002392106156,-2.9517068377386e-08,0,-8.603738549661e-06,0.00047792477417791,449.63226579598,23525159.520518,13245.41604391,0.018231455055602,-1.4500965812973e-08,0,-4.1940985890935e-06,0.00023004876157976
0.771561,1293.5400327087,451.90399562821,445.77719529297,455.74293270352,449.62826212917,-2462710.5737963,0.1867046814593,-0.31220012207643,0.12782175697015,-0.25787143768907,10.79353727269,-99.566930123962,0.0001,0.0001,0.0001,0.0001,1.1306627049896e-11,-1.8666431162766e-11,7.8649208500541e-12,-1.5667558530855e-11,655.14038929729,129.43205725796,128.18745151044,23857940.673034,24415106.801279,22965539.666001,23531287.033284,2054315.2352834,924.15306649039,936.03813774074,916.86716273953,928.5342081042,0.00071863335150481,422.28258205288,20094055.931945,1541.3952470393,0.002507392528649,0.0006211359012926,0,-0.0010173221909378,0.47537589292452,451.92044624976,23906202.354212,1730.2641248436,0.0023517083548869,0.00011205319767805,0,6.686901733589e-05,0.055486906223775,455.81959998767,24451451.614205,1753.3193363107,0.0023328330818049,3.7945515768512e-05,0,4.5837053447332e-05,0.025507801021776,449.5546786454,23573525.95966,1716.0908800741,0.0023633160350911,-1.8287933385444e-05,2.1968245078885e-21,-9.2458100286933e-05,0.039880149544724,445.64423098225,23018408.363334,1692.3525203694,0.0023827607558333,5.6328684802513e-05,-6.9107356554916e-21,-0.000112005432771,0.052616275877623,416.02503561413,19222289.356863,1498.2777123932,0.0025429318721399,0.00074645108012324,-9.1413891743012e-20,-0.0012233115111102,0.56354900858455,451.92139263651,23857631.112232,13351.145851001,0.018144999011242,4.4193806093313e-08,0,3.6033098038834e-05,0.001985843323434,445.77599395155,22962050.526799,13064.979505597,0.018379052699208,-7.3880810958781e-08,0,-6.0252996535856e-05,0.0032783540488946,455.75280769417,24415231.418044,13525.836024364,0.018002256761305,8.4862397947212e-08,0,2.4668897794366e-05,0.0013703306250288,449.6361201958,23528211.568491,13245.579375997,0.018231353134624,-1.7114837675117e-07,0,-4.9767463140619e-05,0.0027297895586011
0.9487171,1293.4730220824,451.90972508262,445.78280957822,455.74824098874,449.63347212735,-2892723.6699419,0.52385664979061,-0.73028519482926,0.48464197283665,-0.70339985811467,10.769110470596,-107.61732576123,0.0001,0.0001,0.0001,0.0001,3.1723795123323e-11,-4.366319311246e-11,2.981979272568e-11,-4.2736047351334e-11,717.78802753031,129.43240545506,128.18812609166,23880389.314994,24435746.586439,22987985.907232,23551922.167378,2056241.6186743,924.16161208705,936.04688766705,916.87495632229,928.54216868894,0.00071859612337914,422.34265669787,20359662.33934,1541.5506298224,0.0025076886414563,0.00088342604874817,0,-0.001447644228806,0.67628466645438,451.94450777253,23997227.723125,1730.3378703733,0.0023517922059377,0.00028348875654263,0,0.0001873455869577,0.14448568176021,455.84211362972,24544980.619722,1753.3815669009,0.0023329308345976,0.00014339265192121,0,0.00017320170101568,0.096383541501877,449.58226212357,23684530.318261,1716.1702632081,0.0023634273180503,-4.9797333239121e-05,5.9818403948111e-21,-0.00025182003196881,0.10861197934941,445.67208425654,23125291.235941,1692.437286516,0.0023828607702832,0.00010839605013594,-1.3305587867879e-20,-0.000261730151945,0.11888588157088,416.10069990392,19560725.240664,1498.4704981996,0.0025433136968915,0.0010777767520663,-1.319895841581e-19,-0.0017674235677065,0.8139452343544,451.94625162677,23877511.40105,13352.188588838,0.018144353261018,1.241444966342e-07,0,0.00010110052999979,0.0055720148723857,445.79877216304,22981332.048378,13065.951600709,0.018378460020282,-1.7307395760162e-07,0,-0.00014093951789136,0.0076687396007792,455.77908000882,24433141.542244,13526.940231771,0.018001533783598,3.2153301045211e-07,0,9.3532054425963e-05,0.005195813213033,449.65345702139,23545459.74951,13246.292034907,0.018230957424385,-4.666303707213e-07,0,-0.00013574936414336,0.0074461347798716
1.14358881,1293.3965994592,451.92305053547,445.7958992209,455.76177525248,449.64678170115,-3241608.4863243,1.1047902118775,-1.4313196354251,1.1112721333612,-1.4606587168703,10.743747819369,-113.95448664943,0.0001,0.0001,0.0001,0.0001,6.6905940469499e-11,-8.5579889344019e-11,6.8378578396487e-11,-8.8747636240928e-11,768.7052773011,129.42601685964,128.18064025748,23932389.010796,24488143.416519,23040029.650768,23604370.610375,2058418.2466774,924.18129606173,936.06702235543,916.89462290408,928.56226236314,0.00071855366636622,422.41258696261,20673520.187125,1541.7271858044,0.0025080447199977,0.0012034490239574,0,-0.0019732752155721,0.92155427673648,451.9886752952,24167310.018407,1730.4709211138,0.0023519529791662,0.00056112654093933,0,0.00039480253323708,0.29171465158163,455.8880465857,24725295.991873,1753.5167026854,0.0023331063244878,0.00032848503808108,0,0.0003967217940709,0.22076305826624,449.63398857857,23890502.140883,1716.3209672158,0.0023636309082886,-0.00010328990249477,1.2407480085885e-20,-0.00052254010754204,0.22535281867632,445.72173896649,23318844.05569,1692.585951841,0.0023830460472701,0.00018003772600054,-2.2111259611793e-20,-0.00051263017742337,0.2279964874476,416.21380310344,20068784.250768,1498.7570814465,0.0025438895876288,0.0015838357985637,-1.9396394257739e-19,-0.0025998251278451,1.1967019656927,451.99167553927,23925085.222982,13354.024738609,0.018143372784919,2.620935564885e-07,0,0.00021321193831178,0.011751514006255,445.84434901939,23028068.905888,13067.84409241,0.018377420834226,-3.3960680517537e-07,0,-0.00027622636054795,0.015030758222526,455.83008464218,24480744.174864,13529.007163989,0.018000355909599,7.3706326382197e-07,0,0.0002144617161132,0.011914374568934,449.69798521458,23592151.043236,13248.107359781,0.018229983794685,-9.6874323693996e-07,0,-0.00028188536170638,0.015462823746594
1.357947691,1293.3116785668,451.949916364,445.8223524257,455.79015343681,449.67474658008,-3486486.5999322,1.9672750492883,-2.5169166425255,2.0527168809969,-2.6358104295509,10.718481248549,-118.17818904006,0.0001,0.0001,0.0001,0.0001,1.19145557253e-10,-1.5049833833742e-10,1.2631458151092e-10,-1.6015735680328e-10,804.54092379454,129.4122229129,128.16765000936,24036601.166965,24597288.318859,23144336.912681,23713605.077161,2060617.7712984,924.22041304542,936.10691410678,916.93521189175,928.60360172561,0.00071850648809266,422.48237819725,20995391.326882,1541.8952019321,0.0025084211934907,0.0015256450690416,0,-0.0025031323131887,1.1686342816801,452.06093438792,24446740.839695,1730.6878161252,0.0023522186317163,0.0009503593220476,0,0.00070261085547368,0.5024541072085,455.96456454044,25026516.714248,1753.7413236931,0.0023334005006216,0.00060646414668766,0,0.00073230715578862,0.40748567927503,449.7210349268,24237896.605786,1716.5741247356,0.0023639752105961,-0.00018617252600406,2.2363328297903e-20,-0.00094243879523928,0.40637117734002,445.80444063591,23642219.072285,1692.8328775543,0.0023833568832239,0.00027072218677937,-3.3268132239183e-20,-0.00090095270617557,0.3947154247593,416.38211342435,20829054.14257,1499.1805864354,0.0025447565204835,0.0023338593290157,-2.8581533197214e-19,-0.0038365000352245,1.7646544747025,452.06489912617,24022726.251269,13356.85568724,0.018142163860565,4.6725083980645e-07,0,0.00037964982748086,0.020926396538536,445.91993649608,23124157.271082,13070.862987443,0.018376031509403,-5.9785299569952e-07,0,-0.00048571294288653,0.026431893664292,455.91008773855,24582685.909368,13532.08616248,0.017998988032151,1.3611702474727e-06,0,0.00039613525307781,0.022008881329265,449.77968847212,23692450.349759,13251.346441689,0.018228458273939,-1.7477364713932e-06,0,-0.00050865061039084,0.027904368288938
